,Title,Author,Average Rating,No of ratings,No of reviews,No of pages,No of awards,summary,Genre
54,Filthy Rich,Wendy Holden,3.47,520,25,NA,0,"'A modern day Jilly Cooper' Glamour. Another fabulous novel from bestselling author WENDY HOLDEN. For fans of MARRYING UP.

When Mary meets Monty, heir to a stately pile, happiness seems assured. But as the mansion crumbles, passion wanes along with the heating.

Banker's wife Beth swaps Notting Hill for weekends at a bijou cottage. They only offered a smidgeon over the asking 'A modern day Jilly Cooper' Glamour. Another fabulous novel from bestselling author WENDY HOLDEN. For fans of MARRYING UP.

When Mary meets Monty, heir to a stately pile, happiness seems assured. But as the mansion crumbles, passion wanes along with the heating.

Banker's wife Beth swaps Notting Hill for weekends at a bijou cottage. They only offered a smidgeon over the asking price. So why don't the locals like them?

Eco-harridan Morag is the terror of the village, with her objections to everyone and everything.

ï¿½ber-WAG Alexandra needs a footballer's mansion and fast. There must be a Hello!-tastic country pile with spa, champagne bar and parking for six SUVs somewhere?

Ambitions clash when the village launches an allotment project and no one escapes the bitter struggle over sex, power and money which threatens to blight more than everyone's carrots.",womens-fiction
55,Angel Time,Anne Rice,3.31,"9,784","1,070",025,0,"Anne Rice returns to the mesmerizing storytelling that has captivated readers for more than three decades in a tale of unceasing suspense set in time pastâa metaphysical thriller about angels and assassins.

The novel opens in the present. At its center: Toby OâDareâa contract killer of underground fame on assignment to kill once again. A soulless soul, a dead man walking, h Anne Rice returns to the mesmerizing storytelling that has captivated readers for more than three decades in a tale of unceasing suspense set in time pastâa metaphysical thriller about angels and assassins.

The novel opens in the present. At its center: Toby OâDareâa contract killer of underground fame on assignment to kill once again. A soulless soul, a dead man walking, he lives under a series of aliasesâjust now: Lucky the Foxâand takes his orders from âThe Right Man.â

Into OâDareâs nightmarish world of lone and lethal missions comes a mysterious stranger, a seraph, who offers him a chance to save rather than destroy lives. OâDare, who long ago dreamt of being a priest but instead came to embody danger and violence, seizes his chance. Now he is carried back through the ages to thirteenth-century England, to dark realms where accusations of ritual murder have been made against Jews, where children suddenly die or disappear . . . In this primitive setting, OâDare begins his perilous quest for salvation, a journey of danger and flight, loyalty and betrayal, selflessness and love.",fiction
56,Midnight,Dean Koontz,3.84,"25,164",628,838,0,"The citizens of Moonlight Cove are changing. Some are losing touch with their deepest emotions. Others are surrendering to their wildest urges. And the few who remain unchanged are absolutely terrifiedâif not brutally murdered in the dead of night. Enter the shocking world of Moonlight Cove, where four unlikely survivors confront the darkest realms of human nature...",horror
57,The Catch Trap,Marion Zimmer Bradley,4.18,"1,821",172,144,0,"Tommy Zane hates lions, a major obstacle in a family of lion tamers. But Tommy's dreams, and talent, fly higher, up in the rigging with the trapeze. When rising star Mario Santelli offers him flying lessons, it looks like the start of wonderful new life, and to Tommy's surprise, his relationship with Mario deepens even as his skill soars in the rigging. But life in the 194 Tommy Zane hates lions, a major obstacle in a family of lion tamers. But Tommy's dreams, and talent, fly higher, up in the rigging with the trapeze. When rising star Mario Santelli offers him flying lessons, it looks like the start of wonderful new life, and to Tommy's surprise, his relationship with Mario deepens even as his skill soars in the rigging. But life in the 1940s forces them to keep their love a secret, and the stress pushes both Tommy and Mario to a precipice. And as Mario flies higher and higher, Tommy begins to wonder if it will always be his role to catch Mario as he falls.

A tremendously moving tale, a rich family saga, a wise and compassionate portrait of a special love in a cruel world.",fiction
58,,,NA,NA,NA,NA,0,,NA
59,Renegade: The Making of a President,Richard Wolffe,3.94,"2,017",119,NA,0,"Before the White House and Air Force One, before the TV ads and the enormous rallies, there was the real Barack Obama: a man wrestling with the momentous decision to run for the presidency, feeling torn about leaving behind a young family, and figuring out how to win the biggest prize in politics.

This book is the previously untold and epic story of how a political newcomer Before the White House and Air Force One, before the TV ads and the enormous rallies, there was the real Barack Obama: a man wrestling with the momentous decision to run for the presidency, feeling torn about leaving behind a young family, and figuring out how to win the biggest prize in politics.

This book is the previously untold and epic story of how a political newcomer with no money and an alien name grew into the worldâs most powerful leader. But it is also a uniquely intimate portrait of the person behind the iconic posters and the Secret Service code name Renegade.

Drawing on a dozen unplugged interviews with the candidate and president, as well as twenty-one months covering his campaign as it traveled from coast to coast, Richard Wolffe answers the simple yet enduring question about Barack Obama: Who is he?

Based on Wolffeâs unprecedented access to Obama, Renegade reveals the making of a president, both on the campaign trail and before he ran for high office. It explains how the politician who emerged in an extraordinary election learned the personal and political skills to succeed during his youth and early career. With cool self-discipline, calculated risk taking, and simple storytelling, Obama developed the strategies he would need to survive the onslaught of the Clintons and John McCain, and build a multimillion-dollar machine to win a historic contest.

In Renegade, Richard Wolffe shares with us his front-row seat at Obamaâs announcement to run for president on a frigid day in Springfield, and his victory speech on a warm night in Chicago. We fly on the candidateâs plane and ride in his bus on an odyssey across a country in crisis; stand next to him at a bar on the night he secures the nomination; and are backstage as he delivers his convention speech to a stadium crowd and a transfixed national audience. From a teacherâs office in Iowa to the Oval Office in Washington, we see and hear Barack Obama with an immediacy and honesty never witnessed before.

Renegade provides not only an account of Obamaâs triumphs, but also examines his many personal and political trials. We see Obama wrestling with race and politics, as well as his former pastor Reverend Jeremiah Wright. We see him struggling with life as a presidential candidate, a campaign that falters for most of its first year, and his reaction to a surprise defeat in the New Hampshire primary. And we see him relying on his personal experience, as well as meticulous polling, to pass the presidential test in foreign and economic affairs.

Renegade is an essential guide to understanding President Barack Obama and his trusted inner circle of aides and friends. It is also a riveting and enlightening first draft of history and political psychology.",politics
60,,,NA,NA,NA,NA,0,,NA
61,The Lucifer Principle: A Scientific Expedition into the Forces of History,Howard Bloom David Sloan Wilson,4.07,"2,538",229,NA,0,"The Lucifer Priciple is a revolutionary work that explores the intricate relationships among genetics, human behavior, and culture to put forth the thesis that âevilâ is a by-product of natureâs strategies for creation and that it is woven into our most basic biological fabric.",science
62,,,NA,NA,NA,NA,0,,NA
63,Professor Popkin's Prodigious Polish: A Tale Of Coven Tree,Bill Brittain,3.75,40,3,NA,0,"When Luther Gilpin sells Professor Popkin's magical furniture polish to the townspeople of Coven Tree, strange and mysterious things start to happen. When Luther Gilpin sells Professor Popkin's magical furniture polish to the townspeople of Coven Tree, strange and mysterious things start to happen.",fiction
64,,,NA,NA,NA,NA,0,,NA
65,Sushi en Chardonnay,Yoyo van Gemerde,2.21,56,11,NA,0,"Het valt niet mee een geslaagde, moderne Amsterdamse van (bijna) dertig te zijn. Nicki, die niets liever wil dan beroemd worden, en haar beste vriendin Petra, die een bliksemcarriÃ¨re maakt bij het tijdschrift Isis, ondervinden dit aan den lijve. Wanneer Nicki wordt ontslagen als receptioniste bij een platenmaatschappij, loodst Petra haar Isis binnen als schrijfster van de Het valt niet mee een geslaagde, moderne Amsterdamse van (bijna) dertig te zijn. Nicki, die niets liever wil dan beroemd worden, en haar beste vriendin Petra, die een bliksemcarriÃ¨re maakt bij het tijdschrift Isis, ondervinden dit aan den lijve. Wanneer Nicki wordt ontslagen als receptioniste bij een platenmaatschappij, loodst Petra haar Isis binnen als schrijfster van de horoscooppagina. Nicki's aanvankelijke schuldgevoel - ze weet nauwelijks iets van astrologie - verdwijnt zodra roem en geld hun intrede doen. Ze verschijnt regelmatig op televisie, kan haar luxe lunches voortaan declareren en de bassist van de Sealions nodigt haar uit voor een weekendje Londen: de wereld is Ã©Ã©n grote speeltuin. Maar dan stort Petra in...",womens-fiction
66,Finger Lickin' Fifteen,Janet Evanovich,it,"84,382","4,258",308,1,"Unbuckle your belt and pull up a chair. It's the spiciest, sauciest, most rib-sticking Plum yet.

Recipe for disaster: Celebrity chef Stanley Chipotle comes to Trenton in a barbecue cookoff and loses his head - literally.

Throw in some spice: Bail bonds office worker Lula is witness to the crime, and the only one she'll talk to is Trenton cop Joe Morelli.

Pump up the heat: Chi Unbuckle your belt and pull up a chair. It's the spiciest, sauciest, most rib-sticking Plum yet.

Recipe for disaster: Celebrity chef Stanley Chipotle comes to Trenton in a barbecue cookoff and loses his head - literally.

Throw in some spice: Bail bonds office worker Lula is witness to the crime, and the only one she'll talk to is Trenton cop Joe Morelli.

Pump up the heat: Chipotle's sponsor is offering a million-dollar reward to anyone who can provide information leading to the capture of the killers.

Stir the pot: Lula recruits bounty hunter Stephanie Plum to help find he killer and collect the moolah.

Add a secret ingredient: Stephanie Plum's Grandma Mazur. Enough said.

Bring to a boil: Stephanie Plum is working overtime tracking felons for the bonds office at night and snooping for security expert Carlos Manoso, aka Ranger, during the day. Can Stephanie hunt down two killers, a traitor, and five skips, keep her grandmother out of the sauce, and solve Ranger's problems and not jump his bones?

Warning: Habenero hot. So good you'll want seconds.",mystery
67,The Last Days,Scott Westerfeld,3.53,"9,501",574,NA,0,"Strange things are happening: old friends disappearing, angels (or devils) clambering on the fire escapes of New York City. But for Pearl, Moz, and Zahler, all that matters is the band. As the city reels under a mysterious epidemic, the three combine their talents with a vampire lead singer and a drummer whose fractured mind can glimpse the coming darkness. Will their musi Strange things are happening: old friends disappearing, angels (or devils) clambering on the fire escapes of New York City. But for Pearl, Moz, and Zahler, all that matters is the band. As the city reels under a mysterious epidemic, the three combine their talents with a vampire lead singer and a drummer whose fractured mind can glimpse the coming darkness. Will their music stave off the end? Or summon it?
Set against the gritty apocalypse that began in Peeps, The Last Days is about five teenagers who find themselves creating the soundtrack for the end of the world.",young-adult
68,,,NA,NA,NA,NA,0,,NA
69,What's Really Hood!: A Collection of Tales from the Streets,Wahida Clark Victor L. Martin LaShonda Teague Bonta Jihad Shawn Trump,4.31,713,39,NA,0,"Life in the streets take on a whole new meaning in this urban anthology of ""hood"" tales compiled by New York Times bestselling author Wahida Clark.

WHAT'S REALLY HOOD!

Black Is Blue by Victor L. Martin delves into the life of a corporate woman who falls in love with a thug and finds out just how easy it is to stray from the straight and narrow.

Eighteen and hungry Wiz's on Life in the streets take on a whole new meaning in this urban anthology of ""hood"" tales compiled by New York Times bestselling author Wahida Clark.

WHAT'S REALLY HOOD!

Black Is Blue by Victor L. Martin delves into the life of a corporate woman who falls in love with a thug and finds out just how easy it is to stray from the straight and narrow.

Eighteen and hungry Wiz's only addiction to drugs is the money it made. But Crystal changed all of that and shows him just how powerful a woman can be in The P is Free by LaShonda Teague.

In The LastLaugh by Bonta, Bobo, a member of the infamous Eight-Trey street gang, learns that gang life isn't all it's cracked up to be as ""street wars"" take on a whole new meaning.

Shawn ""Jihad"" Trump tells the story of loyalty, love and honor, when The Point Blank Mob is brought to its knees leaving the crew fighting for their lives and freedom in All for Nothing.

And New York Times bestselling author, Wahida Clark, introduces Nina, a woman tired of being disrespected by men who takes revenge to the ultimate level in Makin' Endz Meet.",fiction
70,Butterscotch Blues,Margaret Johnson-Hodge,4.29,234,16,NA,0,The author of The Real Deal now renders the poignant story of a 34-year-old woman finding the love of her life and then having her faith in the relationship tested when he becomes HIV positive.,american
71,,,NA,NA,NA,NA,0,,NA
72,Moonheart,Charles de Lint,4.05,"6,248",394,063,2,"When Sara and Jamie discovered the seemingly ordinary artifacts, they sensed the pull of a dim and distant place. A world of mists and forests, of ancient magics, mythical beings, ageless bards...and restless evil.

Now, with their friends and enemies alike--Blue, the biker; Keiran, the folk musician; the Inspector from the RCMP; and the mysterious Tom Hengyr--Sara and Jamie When Sara and Jamie discovered the seemingly ordinary artifacts, they sensed the pull of a dim and distant place. A world of mists and forests, of ancient magics, mythical beings, ageless bards...and restless evil.

Now, with their friends and enemies alike--Blue, the biker; Keiran, the folk musician; the Inspector from the RCMP; and the mysterious Tom Hengyr--Sara and Jamie are drawn into this enchanted land through the portals of Tamson House, that sprawling downtown edifice that straddles two worlds.

Sweeping from ancient Wales to the streets of Ottawa today, Moonheart will entrance you with its tale of this world and the other one at the very edge of sight...and the unforgettable people caught up in the affairs of both. A tale of music, and motorcycles, and fey folk beyond the shadows of the moon. A tale of true magic; the tale of Moonheart.",fantasy
73,Tengo ganas de ti,Federico Moccia MarÃ­a Ãngeles CabrÃ©,3.25,"7,865",317,NA,0,"Tras pasar dos aÃ±os en Nueva York, Step regresa a Roma. El recuerdo de Babi lo ha acompaÃ±ado todo este tiempo y teme el momento de reencontrarse con ella. Pronto se da cuenta de que las cosas han cambiado y de que, poco a poco, tendrÃ¡ que reconstruir su vida en Italia: hacer nuevos amigos, conseguir un empleo, empezar una nueva etapa... Cuando conoce a Gin, una chica alegr Tras pasar dos aÃ±os en Nueva York, Step regresa a Roma. El recuerdo de Babi lo ha acompaÃ±ado todo este tiempo y teme el momento de reencontrarse con ella. Pronto se da cuenta de que las cosas han cambiado y de que, poco a poco, tendrÃ¡ que reconstruir su vida en Italia: hacer nuevos amigos, conseguir un empleo, empezar una nueva etapa... Cuando conoce a Gin, una chica alegre y preciosa, cree que podrÃ¡ volver a enamorarse.

Pero no es fÃ¡cil olvidar a Babi y cuando, por casualidad, tropieza con ella siente como todo su mundo se tambalea... Â¿Es posible revivir la magia del primer amor?",romance
74,Virtual Love,Susan Oudot,2.17,6,0,NA,0,,NA
75,Patience,Lisa Valdez,3.40,"2,012",215,372,1,"A woman called Patience.
A desire that would put her nameâand loveâto the test.

Known for her exceptional beauty, Patience Emmalina Dare has been pursued by admirers ever since coming of age. But as suitor after suitor fails to inspire her love, or her desire, she is certain she will never find a man who touches her deeply. Until a passionate kiss with an enigmatic man awake A woman called Patience.
A desire that would put her nameâand loveâto the test.

Known for her exceptional beauty, Patience Emmalina Dare has been pursued by admirers ever since coming of age. But as suitor after suitor fails to inspire her love, or her desire, she is certain she will never find a man who touches her deeply. Until a passionate kiss with an enigmatic man awakens a powerful need in her. But can she reconcile her desire for him with her desire for a life that's her own? And what will she do when he shows her a part of herself she never knew existed?

When the secret of his illegitimate birth pushes Matthew Morgan Hawkmore from his place in society, the darkly handsome half-brother of the Earl of Langley plots his resurrection and his revenge. Betrayed and abandoned by the women he believed loved him, he swears never again to be controlled by love. But despite his vow, he is unable to resist Patience, whose strength and self-reliance mask a need that he is perfectly suited to fulfull.",romance
76,A Good Yarn,Debbie Macomber,4.12,"21,499","1,145",178,0,"You might have heard about a wonderful little yarn shop in downtown Seattle. Debbie Macomber can take you there!

In the year since it opened, 'A Good Yarn' has thrived and so has Lydia Hoffman, the owner. A lot of that is due to Brad Goetz. But when Brad's ex-wife reappears, Lydia is suddenly afraid to trust her newfound happiness.

Elise Beaumont joins one of Lydia's popula You might have heard about a wonderful little yarn shop in downtown Seattle. Debbie Macomber can take you there!

In the year since it opened, 'A Good Yarn' has thrived and so has Lydia Hoffman, the owner. A lot of that is due to Brad Goetz. But when Brad's ex-wife reappears, Lydia is suddenly afraid to trust her newfound happiness.

Elise Beaumont joins one of Lydia's popular knitting classes. Living with her daughter, Aurora, Elise learns that her onetime husband plans to visit and that Aurora wants a relationship with her father, regardless of how Elise feels about him.

Bethanne Hamlin is facing the fallout from a divorce and joins the knitting class as the first step in her effort to recover a sense of dignity and hope.

Courtney Pulanski is a depressed and overweight teenager. She's staying with her grandmother, who's trying to help by taking her to the knitting class at 'A Good Yarn.'

Four women, brought together by the craft of knitting, find companionship and comfort in each other. Who would've thought that knitting socks could change your life?

Â©2005 Debbie Macomber (P)2005 HarperCollins Publishers, Inc.",romance
77,Couldn't Keep it to Myself: Wally Lamb and the Women of York Correctional Institution,Wally Lamb Nancy Whiteley Tabitha Rowley Nancy Birkla Robin Cullen Diane Bartholomew Dale Griffith Brenda Medina,4.09,"7,136",598,NA,0,"In a stunning work of insight and hope, New York Times bestselling author Wally Lamb once again reveals his unmatched talent for finding humanity in the lost and lonely and celebrates the transforming power of the written word.
For several years, Lamb has taught writing to a group of women prisoners at York Correctional Institution in Connecticut. In this unforgettable col In a stunning work of insight and hope, New York Times bestselling author Wally Lamb once again reveals his unmatched talent for finding humanity in the lost and lonely and celebrates the transforming power of the written word.
For several years, Lamb has taught writing to a group of women prisoners at York Correctional Institution in Connecticut. In this unforgettable collection, the women of York describe in their own words how they were imprisoned by abuse, rejection, and their own self-destructive impulses long before they entered the criminal justice system. Yet these are powerful stories of hope and healing, told by writers who have left victimhood behind.
In his moving introduction, Lamb describes the incredible journey of expression and self-awareness the women took through their writing and shares how they challenged him as a teacher and as a fellow author. Couldn't Keep It to Myself is a true testament to the process of finding oneself and working toward a better day.",non-fiction
78,The Coldest Winter Ever,Sister Souljah,4.47,"34,707","2,637",NA,0,"Renowned hip-hop artist, political activist, and bestselling author Sister Souljah brings the streets of New York to life in a powerful and utterly unforgettable first novel.

I came busting into the world during one of New York's worst snowstorms, so my mother named me Winter. Ghetto-born, Winter is the young, wealthy daughter of a prominent Brooklyn drug-dealing family. Qu Renowned hip-hop artist, political activist, and bestselling author Sister Souljah brings the streets of New York to life in a powerful and utterly unforgettable first novel.

I came busting into the world during one of New York's worst snowstorms, so my mother named me Winter. Ghetto-born, Winter is the young, wealthy daughter of a prominent Brooklyn drug-dealing family. Quick-witted, sexy, and business-minded, she knows and loves the streets like the curves of her own body. But when a cold Winter wind blows her life in a direction she doesn't want to go, her street smarts and seductive skills are put to the test of a lifetime. Unwilling to lose, this ghetto girl will do anything to stay on top.

Featuring a Special Collectorâs Edition Readerâs Guideâincluding an author Q&A, detailed character analyses, and the authorâs own remarks about the meaning of her story.",fiction
79,The Exiled,Posie Graeme-Evans,3.84,"1,192",61,NA,0,"In this windswept story set in the lusty fifteenth century, the enchanting Anne faces the challenge of raising her child in exile. Always resourceful, she flourishes as a merchant and is able to support her household. But the local businessmen aren't pleased about competing with a woman and her foes are multiplying around her, desperate to put her back in what they believe In this windswept story set in the lusty fifteenth century, the enchanting Anne faces the challenge of raising her child in exile. Always resourceful, she flourishes as a merchant and is able to support her household. But the local businessmen aren't pleased about competing with a woman and her foes are multiplying around her, desperate to put her back in what they believe is her rightful place.
Anne has a secret that her enemies could use to destroy her. Her beloved son is the product of a passionate affair with the king, Edward IV, who knows nothing of his existence. If this information were to fall into the wrong hands, it could prove lethal for Anne and her child. She struggles to find peace in a world of duplicity and suspicion, where adversaries masquerade as allies, and someone very powerful wants her dead. Yet, despite the pressure of her enemies, what pains Anne the most is that she is unsure when or if she will see her darling Edward again.",historical
80,The Manny,Holly Peterson,3.02,"2,601",352,NA,0,"Whatâs a Park Avenue working mom to do when her troubled son desperately needs a male role model and her husband is a power workaholic? If sheâs like the gutsy heroine of Holly Petersonâs astute new comedy of manners among the ill-mannered elite, she does what every other woman on the block does. She hires herself a âmanny.â

A solid middle-class girl from Middle America, Ja Whatâs a Park Avenue working mom to do when her troubled son desperately needs a male role model and her husband is a power workaholic? If sheâs like the gutsy heroine of Holly Petersonâs astute new comedy of manners among the ill-mannered elite, she does what every other woman on the block does. She hires herself a âmanny.â

A solid middle-class girl from Middle America, Jamie Whitfield isnât âone of themâ but she lives in âthe Grid,â the wealthiest acre of real estate in Manhattan, where big money and big media collide. And she has most everything they haveâa big new apartment, full-time help with her three children, as well as her very own detached Master of the Universe attorney husband. What she doesnât have, however, is a full-time father figure for their struggling nine-year-old son, Dylan. But the rich havenât yet encountered a problem they canât hire someone else to solve.

Enter the manny.

At first the idea of paying a man to provide a role model for Dylan sounds too crazy to be true. But one look at Peter Bailey is enough to convince Jamie that the idea may not be quite so insane after all. Peter is calm, cool, competent, and so charmingly down-to-earth, heâs irresistible. And with the political sex scandal of the decade propelling her career as a news producer into overdrive, and her increasingly erratic husband locked in his study with suspicious files, Jamie is in serious need of some grounding.

Peter reminds her of everything she once was, still misses, and underneath all the high-society glitz, still is. But will the new manny in her life put the ground back beneath her feet, or sweep her off them?


From the Hardcover edition.",womens-fiction
81,"Celebutards: Hollywood Hacks, Limousine Liberals, Pandering Politicians Who Are Destroying America!",Andrea Peyser,2.91,95,25,NA,0,"In the tradition of New York Times bestseller 100 People Who Are Screwing Up America, conservative New York Post columnist Peyser takes dead aim at the liberal movie stars, politicians, and public figures that she claims are polluting the integrity and morality of American society.",non-fiction
82,"Lovely, Raspberry: Poems",Aaron Belz,4.11,118,27,96,1,"Aaron Belz's first collection, The Bird Hoverer, was ""masterfully strange"" (Boston Review) and ""thought-provoking, hilarious, and altogether original"" (Rattle). A former resident of St. Louis, where he founded the Observable Poetry reading series, he now lives in Hillsborough, North Carolina. Aaron Belz's first collection, The Bird Hoverer, was ""masterfully strange"" (Boston Review) and ""thought-provoking, hilarious, and altogether original"" (Rattle). A former resident of St. Louis, where he founded the Observable Poetry reading series, he now lives in Hillsborough, North Carolina.",poetry
83,North by Northwestern: A Seafaring Family on Deadly Alaskan Waters,Sig Hansen Mark Sundeen,3.92,988,128,NA,0,"NOW A ""NEW YORK TIMES"" BESTSELLER!
""In the tradition of Sebastian Junger and Linda Greenlaw comes Captain Sig Hansen's rags-to-riches epic of his immigrant family's struggle against deadly Alaskan seas, freezing shipwrecks, and dangerously brutal conditions to achieve the American Dream ""Sig Hansen has been a star of the Discovery Channel's ""Deadliest Catch ""from the pilot NOW A ""NEW YORK TIMES"" BESTSELLER!
""In the tradition of Sebastian Junger and Linda Greenlaw comes Captain Sig Hansen's rags-to-riches epic of his immigrant family's struggle against deadly Alaskan seas, freezing shipwrecks, and dangerously brutal conditions to achieve the American Dream ""Sig Hansen has been a star of the Discovery Channel's ""Deadliest Catch ""from the pilot to the present. Seen in over 150 countries, the show attracts more than 49 million viewers per season, making it one of the most successful series in the history of cable TV. With its daredevil camera work, unpredictably dangerous weather, and a setting as unforgivable and unforgettable as the frigid Bering Sea, ""The Deadliest Catch ""is unlike anything else on television.

But the weatherworn fishermen of the fishing vessel ""Northwestern ""have stories that don't come through on TV. For Sig Hansen and his brothers, commercial fishing is as much a part of their Norwegian heritage as their names. Descendants of the Vikings who roamed and ruled the northern seas for centuries, the Hansens' connection to the sea stretches from Alaska to Seattle and all the way to Norway. And after twenty years as a skipper on the commercial fishing vessel the ""Northwestern--""which was his father's before him--Sig has lived to tell the tales. To be a successful fisherman, you need to be a mechanic, navigator, welder, painter, carpenter, and sometimes, a firefighter. To be a successful fisherman year after year, you need to be a survivor.

This is the story of a family of survivors; part memoir and part adventure tale, ""North by Northwestern ""brings readers on deck, into the dockside bars and into the history of a family with a common destiny. Built around a gripping tale of a deadly shipwreck like ""The Perfect Storm, North By Northwestern ""is the multi-generational tale of the Hansen family, a clan of tough Norwegian-American fishermen who, through the popularity of ""The Deadliest Catch, ""have become modern folk-heroes.",non-fiction
84,The Secret Behind the Cross and Crucifix,Nwaocha Ogechukwu,4.52,21,7,"LLC
(first",0,"If you're a Dan Brown fan, you'll want to read, The Secret Behind the Cross and Crucifix. Author Nwaocha Ogechukwu has written an easy to read, enlightening and academically sound book regarding the symbolism and meaning of the cross in relation to religion. Ogechukwu gives historical accounts of Christianity's cover up of what the cross truly is: a satanic symbol. ""For ce If you're a Dan Brown fan, you'll want to read, The Secret Behind the Cross and Crucifix. Author Nwaocha Ogechukwu has written an easy to read, enlightening and academically sound book regarding the symbolism and meaning of the cross in relation to religion. Ogechukwu gives historical accounts of Christianity's cover up of what the cross truly is: a satanic symbol. ""For centuries after Christ, the church and other religions that use cruciform symbols have misrepresented the physical nature of Christ's death with a satanic symbol (cross), and a pagan idol (corpus). This secret has been concealed by the church for centuries after Christ."" Ogechukwu's research leads to a stunning conclusion as it explores to understand the real nature of Christ's death, religion's role in the symbolism, and to release humankind from the ""painful knowledge bondage"" of cruciform propaganda. Nwaocha Ogechukwu is a graduate of medical science, member of the Royal Institute of Philosophy, and a researcher in philosophy, religion, history, and psychology. Nominated as ""One of the Great Minds of the 21st Century,"" by the American Biographical Institute, Mr. Ogechukwu lives in Nigeria. The Secret Behind the Cross and Crucifix is his second novel. He is currently working on his third book and fourth books.",historical
85,,,NA,NA,NA,NA,0,,NA
86,The Witch of Cologne,Tobsha Learner,3.68,"2,089",261,081,0,"A Time of Peril
Â
The Inquisitor, Carlos Vicente Solitario, charges a young Jewish midwife, Ruth bas Elazar Saul, with heresy.Â  Ruth may be the daughter of the city's chief rabbi, but this is no protection against the Inquisition's accusations.Â
Â
A Quest for Justice
Â
Detlef von Tennen, nobleman and canon, cousin to the Archbishop, suspects that something other than religion A Time of Peril
Â
The Inquisitor, Carlos Vicente Solitario, charges a young Jewish midwife, Ruth bas Elazar Saul, with heresy.Â  Ruth may be the daughter of the city's chief rabbi, but this is no protection against the Inquisition's accusations.Â
Â
A Quest for Justice
Â
Detlef von Tennen, nobleman and canon, cousin to the Archbishop, suspects that something other than religion drives Solitario to persecute Ruth.Â  Determined to ensure that justice is done, Detlef joins the investigation--and finds his passions fully aroused by Ruth's impressive intelligence and darkly exotic beauty.Â
Â
Two Hearts' Desires
Â
All her life, Ruth bas Elazar Saul has thirsted for knowledge, despite the price she paid by concealing her gender and being cast out of her father's house.Â  Her faith sustains her through all, even the attentions of the Inquisition.Â  Then, in the very heart of danger, God blesses her with the greatest love she has ever known.Â",historical
87,Time of My Life,Allison Winn Scotch,3.46,"6,190",870,NA,0,"Jillian Westfield has the perfect suburban life straight out of the upscale women's magazines that she obsessively reads. Sheâs got the modern-print rugs of Metropolitan Home, the elegant meals from Gourmet, the clutter-free closets out of Real Simple, and the elaborate Easter egg hunts seen in Parents. With her successful investment banker husband behind the wheel and her Jillian Westfield has the perfect suburban life straight out of the upscale women's magazines that she obsessively reads. Sheâs got the modern-print rugs of Metropolitan Home, the elegant meals from Gourmet, the clutter-free closets out of Real Simple, and the elaborate Easter egg hunts seen in Parents. With her successful investment banker husband behind the wheel and her cherubic eighteen-month-old in the backseat, hers could be the family in the magazinesâ glossy Range Rover ads.

Yet somehow all of the how-to magazine stories in the world canât seem to fix her faltering marriage, banish the tedium of days spent changing diapers, or stop her from asking, âWhat if?â

Then one morning Jillian wakes up seven years in the past. Before her daughter was born. Before she married Henry. Suddenly sheâs back in her postâgrad school Ikea-furnished Manhattan apartment. Sheâs back in her fast-paced job with the advertising agency. And sheâs still with Jackson, the ex-boyfriend and star of her what-if fantasies.

Armed with twenty-twenty hindsight, sheâs free to choose all over again. She can use the zippy ad campaigns from her future to wow the clients and bosses in her present. She can reconnect with the mother who abandoned her so many years before. She can fix the fights at every juncture that doomed her relationship with Jackson. Or can she?

With each new choice setting off a trajectory of unforeseen consequences, Jillian soon realizes that getting to happily ever after is more complicated than changing the lines in her part of the script. Happiness, it turns out, isnât an either-or proposition. As she closes in on all the things she thought she wanted, Jillian must confront the greatest what-if of all: What if the problem was never Henry or Jackson, but her?

Sharp, funny, and heartwarming, Time of My Life will appeal to anyone who has ever wanted to redo the past and will leave readers pondering, âDo we get the reality we deserve?â",womens-fiction
88,Flying Solo,Ralph Fletcher,3.91,"2,739",403,364,2,"Friday, April 28, 9:00 a.m.

Opportunity is knocking at the door of Mr. ""Fab"" Fabiano's sixth-grade class. Mr. Fab is absent and a substitute never arrives. The class wants to prove that KIDS RULE, so they decide to run the class on their own. Super smart Karen leads the way in the class routines and most of the kids join in. But for Rachel White, this isn't just any other d Friday, April 28, 9:00 a.m.

Opportunity is knocking at the door of Mr. ""Fab"" Fabiano's sixth-grade class. Mr. Fab is absent and a substitute never arrives. The class wants to prove that KIDS RULE, so they decide to run the class on their own. Super smart Karen leads the way in the class routines and most of the kids join in. But for Rachel White, this isn't just any other day. Rachel's been silent for six months and communicates by writing notes. Rachel knows today is exactly six months since their classmate Tommy Feathers died. In her own way, Rachel reminds the class about this--and for the first time, Mr. Fab's students reveal their true and sometimes hurtful thoughts. Where is Mr. Fab's class headed now? The school day isn't over yet. Will they keep flying solo or crash?",realistic-fiction
