,Title,Author,Average Rating,No of ratings,No of reviews,No of pages,No of awards,summary,Genre
493,The Cost of Courage,Joseph Cordaro,4.45,29,15,NA,0,"Emily Courtland is a strong and determined woman. But, she will need all of her strength and courage when her husband returns from war.
Naval hero, Lieutenant Commander Charles Courtland, is tormented by terrifying memories of battle and is being destroyed by the severe psychological aftereffects of battle.
The ugly wounds to his body are healing. But the uglier scars on Emily Courtland is a strong and determined woman. But, she will need all of her strength and courage when her husband returns from war.
Naval hero, Lieutenant Commander Charles Courtland, is tormented by terrifying memories of battle and is being destroyed by the severe psychological aftereffects of battle.
The ugly wounds to his body are healing. But the uglier scars on his mind are forcing him to fight the nightmarish demons he cannot speak of.
Emily sees her family being crushed by her husband's erratic and delusional behavior. Most especially, and mysteriously, it is their young son Brent who bears the brunt of his fatherâs irrational treatment. For the boy it has reached the point of physical abuse.
Emily is forced to choose between standing by the ill husband she loves, and protecting their child from him.


To read the first two chapters go to www.josephcordaro.com",fiction
494,The Sojourn - Extensions,Rupansh Gupta,amazing,5,2,NA,0,"These are the Extensions of the Acclaimed book, 'The Sojourn'.

Introduction of 'The Sojourn' :
Why are we born? What is the universe? What is time? What is the reason behind everything? How should we live? What is the truth? What matters the most? Did God really intend to keep all this a secret? Or all the truths were always before us and we never came out of ourselves just These are the Extensions of the Acclaimed book, 'The Sojourn'.

Introduction of 'The Sojourn' :
Why are we born? What is the universe? What is time? What is the reason behind everything? How should we live? What is the truth? What matters the most? Did God really intend to keep all this a secret? Or all the truths were always before us and we never came out of ourselves just to look around?

These and many more questions have intrigued us all our lives. The education of a child in ancient times had knowledge pertaining to these questions as an integral part. But as we moved towards modern times, we lost many things which matter the most. We have lost the way of our lives with no one to show us the light. All our education and knowledge revolve around making a living. But though it may be potent to tell us how to make a living, it fails to impart us the knowledge of how to live. Moreover, we seldom find any time to read any books concerning matters outside our vocational realm.

âThe Sojournâ is an attempt to fill the gap. In the most succinct yet captivating way, the book opens doors to many truths. It is a journey of not only our lives but the entire universe. By reading the book and totally immersing in it, the reader will find himself in a new dimension. His way of seeing everything will change. The truth, if manipulated, becomes a lie. The more efforts are made to hide it, the more it loses its identity. Therefore, what was always lying before us will be known to us forever. The truth is simple and elegant. Thatâs why it is the truth. By knowing its true nature and essence, we will see everything in its true grandeur.

On including âThe Sojournâ in the curriculums, the students will come to know how to conduct their lives in the most effective way. They will find a guiding light in any situation of their lives. On repeated readings, the book will become a part of their subconscious mind and consequently, their second nature. This will give them a meaning and purpose for their lives. Those who have passed their study phase can read the book and implement the principles in their lives. The book will change their perception and will help them find their purpose. They will find the ways to resolve anything, since they will know the reason and true nature of all the existence.

Thus, âThe Sojournâ is a book that will transform. When read with an open mind, and several times, new thoughts and truths will emerge each time, to ponder over. No matter whatsoever the situation a person may be in; on reading the book with a quiet mind and reflecting upon it, he will find solutions and ways out. With the limited time in our lives, these thirty five pages of poems will become a facilitator in real sense of the word. Therefore, the book is meant for everyone and will make the foundations of all civilizations very strong.

Trailers:
http://www.youtube.com/watch?v=m6H2rq...
http://www.youtube.com/watch?v=ZAZeOe...",NA
495,Twistir,Pierce Minor,4.12,34,5,435,0,"Three teenagers discover the truth about their identity
while struggling to control their new gifts.

Ennis Taylor lives a normal small-town life with his father for nearly sixteen years, until the nightmares begin. When they do, heâs faced with calling them what they must be â freaky dreams â or self-diagnosing himself as a teenage schizophrenic. What else do you call a boy Three teenagers discover the truth about their identity
while struggling to control their new gifts.

Ennis Taylor lives a normal small-town life with his father for nearly sixteen years, until the nightmares begin. When they do, heâs faced with calling them what they must be â freaky dreams â or self-diagnosing himself as a teenage schizophrenic. What else do you call a boy who swears to flying around his room at night when no one else is there to witness?

To make matters worse, at school Ennis hears the voice of not one, but two of his classmates â Edward, the superstar athlete, and Elias, the local menace. This would be tolerable if they were, in the slightest, friends, and if the voices werenât seemingly inside his head.",young-adult
496,Phase One: Identify,Rose Wynters,3.81,139,34,NA,0,"From author Rose Wynters, comes a new zombie series set in Pleasant, Louisiana. Can this checkout girl learn how to survive in a world full of zombies?

Tabitha Alexander is an 18 year old that has just graduated from high school. Working as a checkout girl in the small town of Pleasant, her long-term goals for the future don't go beyond enjoying the upcoming summer and enjo From author Rose Wynters, comes a new zombie series set in Pleasant, Louisiana. Can this checkout girl learn how to survive in a world full of zombies?

Tabitha Alexander is an 18 year old that has just graduated from high school. Working as a checkout girl in the small town of Pleasant, her long-term goals for the future don't go beyond enjoying the upcoming summer and enjoying her freedom.

Fate has something else in store for her, though.

One night, right before closing time, her world is turned completely inside out with the first screams and sounds of gunfire that tear through the dark night. Nothing will ever be the same again..... If they even survive.

This is book one in a new series called, Territory of the Dead. Best suited for ages 16 and over.


This book tells you how the nightmare began...... Pleasant will never be the same again.",horror
497,Small Wonder,Barbara Kingsolver,4.02,"10,029",801,147,0,"Sometimes grave, occasionally hilarious, and ultimately persuasive, Small Wonder is a hopeful examination of the people we seem to be, and what we might yet make of ourselves.

In her new essay collection, the beloved author of High Tide in Tucson brings to us, out of one of history's darker moments, an extended love song to the world we still have.

Whether she is contemplat Sometimes grave, occasionally hilarious, and ultimately persuasive, Small Wonder is a hopeful examination of the people we seem to be, and what we might yet make of ourselves.

In her new essay collection, the beloved author of High Tide in Tucson brings to us, out of one of history's darker moments, an extended love song to the world we still have.

Whether she is contemplating the Grand Canyon, her vegetable garden, motherhood, genetic engineering, or the future of a nation founded on the best of all human impulses, these essays are grounded in the author's belief that our largest problems have grown from the earth's remotest corners as well as our own backyards, and that answers may lie in both those places.

Sometimes grave, occasionally hilarious, and ultimately persuasive, Small Wonder is a hopeful examination of the people we seem to be, and what we might yet make of ourselves.",non-fiction
498,,,NA,NA,NA,NA,0,,NA
499,Ashfall,Mike Mullin,3.98,"24,067","2,982",619,3,"Under the bubbling hot springs and geysers of Yellowstone National Park is a supervolcano. Most people don't know it's there. The caldera is so large that it can only be seen from a plane or satellite. It just could be overdue for an eruption, which would change the landscape and climate of our planet.

For Alex, being left alone for the weekend means having the freedom to p Under the bubbling hot springs and geysers of Yellowstone National Park is a supervolcano. Most people don't know it's there. The caldera is so large that it can only be seen from a plane or satellite. It just could be overdue for an eruption, which would change the landscape and climate of our planet.

For Alex, being left alone for the weekend means having the freedom to play computer games and hang out with his friends without hassle from his mother. Then the Yellowstone supervolcano erupts, plunging his hometown into a nightmare of darkness, ash, and violence. Alex begins a harrowing trek to search for his family and finds help in Darla, a travel partner he meets along the way. Together they must find the strength and skills to survive and outlast an epic disaster.",young-adult
500,The Boy on the Porch,Sharon Creech,3.91,"5,533",920,NA,2,"From Newbery Medal winner Sharon Creech comes a singular story that reminds us of the surprising connections that bloom when unconditional love and generosity prevail. For when a young couple finds a boy asleep on their porch, their lives take an unexpectedly joyous turn.

When John and Marta found the boy on the porch, they were curious, naturally, as to why he was there-an From Newbery Medal winner Sharon Creech comes a singular story that reminds us of the surprising connections that bloom when unconditional love and generosity prevail. For when a young couple finds a boy asleep on their porch, their lives take an unexpectedly joyous turn.

When John and Marta found the boy on the porch, they were curious, naturally, as to why he was there-and they didn't expect him to stay, not at first, but he did stay, day after day, until it seemed as if he belonged, running and smiling and laughing his silent laugh, tapping and patting on every surface as he made his music, and painting-with water, with paint, with mud-those swirly swirls and swings and trees.

One day a young couple wakes to find a boy asleep on their porch. Unable to speak, the boy cannot explain his history. What kind of person would leave their child with strangers? All they know is that they have been chosen to care for this boy. And as their connection to him grows, they embrace his exuberant spirit and talents. The three of them blossom into an unlikely family, and John and Marta and the boy begin to see the world in brand-new ways. Newbery Medal winner Sharon Creech delivers a poignant story of finding family when you least expect it.",childrens
501,Hollywood Diet & Exercise Secrets,Jay Christian,3.54,13,3,NA,0,"Have you ever wondered how the Hollywood celebrities keep so thin and trim and still have all that energy?

The answers are here in this quick handbook. Hollywood Diet & Exercise Secrets reveals 40 different personal routines that really work, from the stars themselves!

From food and liquid intake, to vitamins and daily exercise routines, the celebrities share their opiniona Have you ever wondered how the Hollywood celebrities keep so thin and trim and still have all that energy?

The answers are here in this quick handbook. Hollywood Diet & Exercise Secrets reveals 40 different personal routines that really work, from the stars themselves!

From food and liquid intake, to vitamins and daily exercise routines, the celebrities share their opinionated views and beliefs for maintaining their excellent health.

Stay fit and trim all year round, by following or incorporating the starsâ secrets into your diet and exercise plan.

Some of the 40 celebritiesâ diet & exercise secrets are from: Bo Derek, Harrison Ford, La Toya Jackson, David Hasselhoff, Cassandra Peterson (Elvira), Donny Osmond, Vanna White, Richard Simmons, Mary Hart, Lorenzo Lamas and many, many more.

Secrets that work and have worked beautifully for the Hollywood celebrities and nowâ¦ you too!",NA
502,A Real Basket Case,Beth Groundwater,3.48,357,87,NA,1,"Feeling neglected by her workaholic husband, forty-something gift basket maker Claire Hanover joins an aerobics class. In a moment of weakness, Claire agrees to let charming aerobics instructor Enrique come to her house to give her a massage. She realizes she has made a deadly mistake when Enrique is shot and killed in her bedroom and her husband Roger is arrested for the Feeling neglected by her workaholic husband, forty-something gift basket maker Claire Hanover joins an aerobics class. In a moment of weakness, Claire agrees to let charming aerobics instructor Enrique come to her house to give her a massage. She realizes she has made a deadly mistake when Enrique is shot and killed in her bedroom and her husband Roger is arrested for the murder.
Determined to clear Roger's name and save her marriage, Claire sets out to find the real killer, encountering drug dealers, jealous ex-girlfriends, and angry cops along the way.",mystery
503,Reckless Little 15,Liana Resles,it,13,4,NA,0,"When Carleigh DuMetz turns fifteen, she quickly joins the teen scene, which brings to light her naÃ¯vetÃ©. Always wanting to be one of the crowd, Carleigh tries to grow up fast so sheâll fit in.
She finds her first love in Aiken Lyons, who watched Carleigh grow into a beautiful young woman. The only problem is that his eighteenth birthday is the day after their first date. If When Carleigh DuMetz turns fifteen, she quickly joins the teen scene, which brings to light her naÃ¯vetÃ©. Always wanting to be one of the crowd, Carleigh tries to grow up fast so sheâll fit in.
She finds her first love in Aiken Lyons, who watched Carleigh grow into a beautiful young woman. The only problem is that his eighteenth birthday is the day after their first date. If she wants to keep seeing him, theyâll have to keep their relationship a secret.
After Aiken goes on a mission trip to Africa, Carleigh is savagely dragged into the darker side of the adult world by RichardâAikenâs friend. Carleigh lashes out in an attempt to free herself from him. Instead, she finds herself completely trapped.
Reckless will take you into the tortured existence of a teenage girl who wants to experience the more exciting side of life, but rapidly finds herself on a collision course with disaster. It contains mature content, strong language, and painfully graphic details.",NA
504,Pivot,L.C. Barlow,3.72,727,222,NA,0,"For some, the Devil introduces himself as an average man. For others, he crushes their souls and makes them bleed. For Jack Harper, the Devil renders himself a savior. But things are changing.

Once a loyal follower of Cyrus and an accomplished killer, Jack Harper now begins to question everything. There are new, strange forces at work that are intruding on Jack's kills, abi For some, the Devil introduces himself as an average man. For others, he crushes their souls and makes them bleed. For Jack Harper, the Devil renders himself a savior. But things are changing.

Once a loyal follower of Cyrus and an accomplished killer, Jack Harper now begins to question everything. There are new, strange forces at work that are intruding on Jack's kills, abilities, and very being. Maybe, though, deep down Jack has been waiting for this intrusion, and maybe Cyrus is not as powerful as he seems.",horror
505,Hawk Quest,Robert Lyndon,it,"1,317",226,Hidden,0,"The year is 1072.

The Normans have captured England. The Turks have captured a Norman knight. And in order to free him, a soldier named Vallon must capture four rare hawks.

On a heart-stopping journey to the far ends of the earth, braving Arctic seas, Viking warlords, and the blood-drenched battlefields, Vallon and his comrades must track down their quarry one by one in a re The year is 1072.

The Normans have captured England. The Turks have captured a Norman knight. And in order to free him, a soldier named Vallon must capture four rare hawks.

On a heart-stopping journey to the far ends of the earth, braving Arctic seas, Viking warlords, and the blood-drenched battlefields, Vallon and his comrades must track down their quarry one by one in a relentless race against time.

The scale is huge. The journey is incredible. The history is real. This is Hawk Quest.",historical
506,Link Arms with Toads!,Rhys Hughes,4.33,21,5,NA,0,"Self-reflective mirrors looking for their own reflections. Towns that migrate to the moon. Prisoners of elaborate dungeons and gigantic miniature solar systems. Robots, ghosts, rascals, explorers, troubadours, apemen and yetis. All are present in the multiverse of inversion and invention that is Link Arms with Toads! Rhys Hughes is a unique figure in contemporary fiction w Self-reflective mirrors looking for their own reflections. Towns that migrate to the moon. Prisoners of elaborate dungeons and gigantic miniature solar systems. Robots, ghosts, rascals, explorers, troubadours, apemen and yetis. All are present in the multiverse of inversion and invention that is Link Arms with Toads! Rhys Hughes is a unique figure in contemporary fiction whose speculative whimsicality is not so much balanced as trampolined by tensile prose and puckish pensiveness. Link Arms with Toads! forms the ideal introduction to his work.",NA
507,One Hundred Virgins,Jason McGathey,3.50,2,1,NA,0,"Three small town friends descend upon and confront life at a large university. Yet as their warped minds push against the city beyond, the barrier gives in ways neither they nor the fantastic cast of characters they encounter could foretell in a thousand years. A thousand years, or a thousand madcap experiments, but when three bachelors meet one hundred virgins the results Three small town friends descend upon and confront life at a large university. Yet as their warped minds push against the city beyond, the barrier gives in ways neither they nor the fantastic cast of characters they encounter could foretell in a thousand years. A thousand years, or a thousand madcap experiments, but when three bachelors meet one hundred virgins the results combust in a witty, introspective look at the modern twentysomething experience.",NA
508,Torn From The Inside Out,Sara Niles,4.27,33,7,354,0,"This 2004 edition is obsolete and out of print
Narrative Memoir

In 1987 Sara Niles was forced to flee for her life with five small children, during a cold February thunderstorm.

""In the process of my evolution, I became a victim of domestic war, an emotional casualty for a major portion of my life, entwined, entrapped and emotionally involved, until I learned how to become This 2004 edition is obsolete and out of print
Narrative Memoir

In 1987 Sara Niles was forced to flee for her life with five small children, during a cold February thunderstorm.

""In the process of my evolution, I became a victim of domestic war, an emotional casualty for a major portion of my life, entwined, entrapped and emotionally involved, until I learned how to become free. Freedom has never been easily gained and has often come at high cost throughout history, but one thing I will always know is freedom is worth every fight, and all pain""
Sara Niles

In every life there is a timeless and unforgettable minute or day that will be forever etched into our mindâs memory. I have unforgettable memories that are so vivid that I see them in Technicolor, and I hear them with surround sound. Long after I am dead, I believe, I will remember. Two of those memories were the days of my escape to freedom...twice.",non-fiction
509,The Exodus Towers,Jason M. Hough,3.81,"2,224",184,NA,0,"The Exodus Towers features all the high-octane action and richly imagined characters of The Darwin Elevatorâbut the stakes have never been higher.
Â
The sudden appearance of a second space elevator in Brazil only deepens the mystery about the aliens who provided it: the Builders. Scavenger crew captain Skyler Luiken and brilliant scientist Dr. Tania Sharma have formed a col The Exodus Towers features all the high-octane action and richly imagined characters of The Darwin Elevatorâbut the stakes have never been higher.
Â
The sudden appearance of a second space elevator in Brazil only deepens the mystery about the aliens who provided it: the Builders. Scavenger crew captain Skyler Luiken and brilliant scientist Dr. Tania Sharma have formed a colony around the new Elevatorâs base, utilizing mobile towers to protect humans from the Buildersâ plague. But they are soon under attack from a roving band of plague-immune soldiers. Cut off from the colony, Skyler must wage a one-man war against the new threat as well as murderous subhumans and thugs from Darwinâall while trying to solve the puzzle of the Buildersâ master plan . . . before itâs too late for the last vestiges of humanity.",science-fiction
510,Revenge,O.L. Ramos,4.25,165,32,325,0,"If the world you lived in was someday revealed to be nothing but a lie, would you really want the truth? Elizabeth McBeth did, and she's paid the price for it...

After almost 10 years since Liz's mother was taken from her, Liz finally found her mother, Mary. But Mary has been forever changed, something that Liz will have to accept. The beginning of happier times, one would If the world you lived in was someday revealed to be nothing but a lie, would you really want the truth? Elizabeth McBeth did, and she's paid the price for it...

After almost 10 years since Liz's mother was taken from her, Liz finally found her mother, Mary. But Mary has been forever changed, something that Liz will have to accept. The beginning of happier times, one would think...

The conspiracy has been exposed; Liz, Vincent, Mary and Michael had all thought that the vampire plot had been destroyed. They should have never underestimated Klein.

Klein has reinforced his armies, splitting the entire vampire species with the question... is Klein the vampiric messiah? Unfortunately for the heroes and the world itself, Klein has set in motion a plan that will destroy the world and recreate it in his own image.

Will the group be able to defeat Klein and restore the balance to nature? Or are they already doomed?",young-adult
511,100 XIV,Jerry Seguin Sean Dryden,amazing,2,1,"2013

56",0,"Jerry Seguin is an artist and designer residing in the Bay Area of California. The book is a culmination of work, most of it recent, but going back as far as fourteen years. The works are mixed media, mostly of objects and found images restructured. Things often discarded are given a new life and context. Heâs interested in the chemistry that happens when found images are Jerry Seguin is an artist and designer residing in the Bay Area of California. The book is a culmination of work, most of it recent, but going back as far as fourteen years. The works are mixed media, mostly of objects and found images restructured. Things often discarded are given a new life and context. Heâs interested in the chemistry that happens when found images are altered or combined with other materials.

As a collection, 100 XIV becomes a reflection of our own lives as much as it represents the artistâs experience. With the turn of each page youâre confronted with a face, a situation, an object reinterpreted. Past becomes just as relevant as present, the future is yesterday. You are now, and so is the book in your hands. We are all tied to our memories.",art
512,Off the Mat,Jeff Bibbey,4.50,8,4,079,0,"Devin Thomsen and Steven Matchik seek intensity. Coach Sean Cardsen can show the way through wrestling...but will it be enough? Devin's existence is steeped in violence. Steven's family has disintegrated. The Braxton, Oregon wrestling team provides a place to fit. In their future is methamphetamine. Bonds are tested in their harrowing journey through addiction, loyalty, an Devin Thomsen and Steven Matchik seek intensity. Coach Sean Cardsen can show the way through wrestling...but will it be enough? Devin's existence is steeped in violence. Steven's family has disintegrated. The Braxton, Oregon wrestling team provides a place to fit. In their future is methamphetamine. Bonds are tested in their harrowing journey through addiction, loyalty, and attachment to youth. When action goes Off the Mat, competing requires everything they've learned, and help from above.",NA
513,Archangel's Legion,Nalini Singh,4.35,"25,805","1,418",478,0,"Nalini Singh, the New York Times bestselling âalpha author of paranormal romanceâ (Booklist) returns to an immortal world of violent passion and lethal powerâ¦on the brink of a deadly archangelic war.

Angels are falling from the sky in New York, struck down by a vicious, unknown force.

Vampires are dying impossibly of disease.

Guild hunter Elena Deveraux and the Archangel Raph Nalini Singh, the New York Times bestselling âalpha author of paranormal romanceâ (Booklist) returns to an immortal world of violent passion and lethal powerâ¦on the brink of a deadly archangelic war.

Angels are falling from the sky in New York, struck down by a vicious, unknown force.

Vampires are dying impossibly of disease.

Guild hunter Elena Deveraux and the Archangel Raphael must discover the source of the wave of death before it engulfs their city and their people, leaving New York a ruin and Raphaelâs Tower under siege by enemy archangels.

Yet even as they fight desperately to save the city, an even darker force is stirring, its chill eyes trained on New Yorkâ¦and on Raphael. Rivers of crimson and nightmares given flesh, the world will never again be the sameâ¦",fantasy
514,The Secret Lives of People - Real Diary Excerpts from Modern Day America,L.M. Hughes,3.08,12,0,NA,0,"This book is an anonymous collection of real diary entries, with true personal stories about life. Have you ever wondered what makes people tick? Or if youâre normal? This book is full of genuine dear diary entries where women talk about their innermost thoughts - they confess what it feels like to have an affair, experiment with cutting, lose their virginity, participate This book is an anonymous collection of real diary entries, with true personal stories about life. Have you ever wondered what makes people tick? Or if youâre normal? This book is full of genuine dear diary entries where women talk about their innermost thoughts - they confess what it feels like to have an affair, experiment with cutting, lose their virginity, participate in group sex, have an abortion, struggle with mental illness, or lose a friend to suicide. These are the sometimes funny, sometimes sad, real life private experiences that expose The Secret Lives of People. This is the best holiday travel read for 2014. Think of the book like a weird cross between The Diary of Anne Frank, Go Ask Alice, and 50 Shades of Grey. Book is NOT suitable for minors.",NA
515,The Bloody Ripper,T.A. Uner,3.87,54,21,193,0,"Something strange is happening in Victorian England: Citizens of London are disappearing and being used in gruesome experiments by a ruthless organization, a mysterious red locomotive transporting strange cargo steams toward an unknown destination, and women in Whitechapel district are being brutally murdered by an unknown assailant called âJack the Ripper.â

Jack Mansfield, Something strange is happening in Victorian England: Citizens of London are disappearing and being used in gruesome experiments by a ruthless organization, a mysterious red locomotive transporting strange cargo steams toward an unknown destination, and women in Whitechapel district are being brutally murdered by an unknown assailant called âJack the Ripper.â

Jack Mansfield, a promising young doctor, is thrust into an unenviable situation when his older brother Robert, a detective investigating the Ripper killings, suddenly disappears, and Jack is framed for the Whitechapel murders. Now Jack must use every skill at his disposal to clear his name and prevent a conspiracy that threatens not only London, but the entire human race.

The Bloody Ripper is a new Steampunk thriller by T.A. Uner. Set in Victorian Era London, during the time of the âJack the Ripperâ killing spree in 1888, it is sure to keep readers guessing until the final page.",fantasy
516,,,NA,NA,NA,NA,0,,NA
517,Rise of Empire,Michael J. Sullivan,4.37,"44,496","1,925",426,0,"A PUPPET IS CROWNED. THE TRUE HEIR REMAINS HIDDEN. A ROGUE'S SECRET COULD CHANGE EVERYTHING.

War has come to Melengar and once more Royce and Hadrian are hired to make a desperate gamble and form an alliance with the Nationalists whom are fighting the Imperialists in the south. As the power of the Nyphron Empire grows, so does Royce's suspicion that the wizard Esrahaddon is A PUPPET IS CROWNED. THE TRUE HEIR REMAINS HIDDEN. A ROGUE'S SECRET COULD CHANGE EVERYTHING.

War has come to Melengar and once more Royce and Hadrian are hired to make a desperate gamble and form an alliance with the Nationalists whom are fighting the Imperialists in the south. As the power of the Nyphron Empire grows, so does Royce's suspicion that the wizard Esrahaddon is using the thieves as pawns in his own grab for power. To find the truth, he must unravel the secret of Hadrian's past--what he discovers may end their friendship and break Riyria in two.",fantasy
518,Salinger,David Shields Shane Salerno,3.74,"1,575",269,NA,1,"Based on eight years of exhaustive research and exclusive interviews with more than 200 peopleâand published in coordination with the international theatrical release of a major documentary film from the Weinstein CompanyâSalinger is a global cultural event: the definitive biography of one of the most beloved and mysterious figures of the twentieth century.
For more than fi Based on eight years of exhaustive research and exclusive interviews with more than 200 peopleâand published in coordination with the international theatrical release of a major documentary film from the Weinstein CompanyâSalinger is a global cultural event: the definitive biography of one of the most beloved and mysterious figures of the twentieth century.
For more than fifty years, the ever elusive author of The Catcher in the Rye has been the subject of a relentless stream of newspaper and magazine articles as well as several biographies. Yet all of these attempts have been hampered by a fundamental lack of access and by the persistent recycling of inaccurate information. Salinger remains, astonishingly, an enigma. The complex and contradictory human being behind the myth has never been revealed.

No longer.

In the eight years since Salinger was begun, and especially in the three years since Salingerâs death, the authors interviewed on five continents more than 200 people, many of whom had previously refused to go on the record about their relationship with Salinger. This oral biography offers direct eyewitness accounts from Salingerâs World War II brothers-in-arms, his family members, his close friends, his lovers, his classmates, his neighbors, his editors, his publishers, his New Yorker colleagues, and people with whom he had relationships that were secret even to his own family. Shields and Salerno illuminate most brightly the last fifty-six years of Salingerâs life: a period that, until now, had remained completely dark to biographers. Provided unprecedented access to never-before-published photographs (more than 100 throughout the book), diaries, letters, legal records, and secret documents, readers will feel they have, for the first time, gotten beyond Salingerâs meticulously built-up wall. The result is the definitive portrait of one of the most fascinating figures of the twentieth century.",biography
519,Enemy Women,Paulette Jiles,3.74,"6,470",953,NA,2,"For the Colleys of southeastern Missouri, the War between the States is a plague that threatens devastation, despite the family's avowed neutrality. For eighteen-year-old Adair Colley, it is a nightmare that tears apart her family and forces her and her sisters to flee.

The treachery of a fellow traveler, however, brings about her arrest, and she is caged with the criminal For the Colleys of southeastern Missouri, the War between the States is a plague that threatens devastation, despite the family's avowed neutrality. For eighteen-year-old Adair Colley, it is a nightmare that tears apart her family and forces her and her sisters to flee.

The treachery of a fellow traveler, however, brings about her arrest, and she is caged with the criminal and deranged in a filthy women's prison. But young Adair finds that love can live even in a place of horror and despair. Her interrogator, a Union major, falls in love with her and vows to return for her when the fighting is over. Before he leaves for battle, he bestows upon her a precious gift: freedom.

Now an escaped ""enemy woman,"" Adair must make her harrowing way south buoyed by a promise...seeking a home and a family that may be nothing more than a memory.",historical
520,Geek - Boy Equals....,Kish Knight,it,11,4,NA,0,"Obviously, popularity isnât all that itâs cracked to be, but then again, maybe their friendship isnât either.
Two months until high school graduation, and class Salutatorian (AND die-hard geek) Tab Holmes has decided that she wants to be popular, sexy, and irresistible to boys. EVEN if it means failing that last semester. EVEN if her longtime (and equally awkward) pen pal/ Obviously, popularity isnât all that itâs cracked to be, but then again, maybe their friendship isnât either.
Two months until high school graduation, and class Salutatorian (AND die-hard geek) Tab Holmes has decided that she wants to be popular, sexy, and irresistible to boys. EVEN if it means failing that last semester. EVEN if her longtime (and equally awkward) pen pal/ kind-of boyfriend is finally coming to Golden Rock High as an exchange student.
Enter Camille. She cheats, she lies, she dates college menâ¦â¦.and sheâs Tabâs new edgy alter ego.
Epic NO-NO for a devout Nerd Circle geek! They donât: a) talk to boys, b) âdoâ their hair, or c) socialize with anyone even remotely popular. They also definitely donât start skipping classes, sneaking out with grown men at night, or lose the second-most coveted position in the graduating classâ¦
Since true nerds stick together, her BFFs realize that they have to snap some sense into her.â¦.that is, until Kaitlyn realizes that itâs a perfect time to steal Geek-Boy from under Tabâs nose, and Olivia begins to hide the fact that Kaitlynâs gorgeous brother suddenly has a thing for her.",NA
521,The Unseen Terrorist,Oche Otorkpa,4.50,6,4,221,0,"This book a collection of stories on the lives of HIV carriers was inspired by a taxi driver who once told the author that if he knew one percent of what people infected with HIV go through, he would have done all within his power to avoid being infected",NA
522,,,NA,NA,NA,NA,0,,NA
523,Presidential Trail,John Lock,3.50,4,2,NA,0,"As a death threat against one of the USA Presidential Candidates is uncovered while he is touring the country campaigning, an unlikely source of help comes from a British Operative, whose international investigation leads to mystery, violence and family secrets.",NA
524,A World Named Utopia: Will He Be Able to Save Himself and His Utopia?,Subhajit Ganguly,4.29,7,4,NA,0,"'Utopia is all about Romancing life...' Hubi Asad lives in Utopia, the land of dreams. Leaving the comforts of his home, he sets out one day to explore Utopia and himself. He has the most incredible journey among the people of his land.

But all is not well in Utopia. To his astonishment, Hubi finds out slowly that Utopia is not yet ready to be called the land of his dreams. 'Utopia is all about Romancing life...' Hubi Asad lives in Utopia, the land of dreams. Leaving the comforts of his home, he sets out one day to explore Utopia and himself. He has the most incredible journey among the people of his land.

But all is not well in Utopia. To his astonishment, Hubi finds out slowly that Utopia is not yet ready to be called the land of his dreams. Evil is eating through the fabric of the society. He has to find the source of that evil. Will he be able to eradicate the evil and save his land? Will he be able to finally discover himself in the process? Will he be saved?

Some part of us all is an inhabitant of the earthen yet magical world that Hubi's land of dreams is. A world named Utopia lives on deep inside all of us... Will we be able to find the answers to our own problems in Utopia?",NA
525,,,NA,NA,NA,NA,0,,NA
526,Killer of Men,Christian Cameron,4.32,"2,481",139,NA,0,"Arimnestos is a farm boy when war breaks out between the citizens of his native Plataea and and their overbearing neighbours, Thebes. Standing in the battle line - the wall of bronze - for the first time, alongside his father and brother, he shares in a famous and unlikely victory. But after being knocked unconscious in the melee, he awakes not a hero, but a slave. Betraye Arimnestos is a farm boy when war breaks out between the citizens of his native Plataea and and their overbearing neighbours, Thebes. Standing in the battle line - the wall of bronze - for the first time, alongside his father and brother, he shares in a famous and unlikely victory. But after being knocked unconscious in the melee, he awakes not a hero, but a slave. Betrayed by his jealous and cowardly cousin, the freedom he fought for has now vanished, and he becomes the property of a rich citizen of Ephesus. So begins an epic journey from slavery that takes the young Arimnestos through a world poised on the brink of an epic confrontation, as the emerging civilization of the Greeks starts to flex its muscles against the established empire of the Persians. As he tries to make his fortune and revenge himself on the man who disinherited him, Arimnestos discovers that he has a talent that pays well in this new, violent world, for like his hero, Achilles, he is 'a killer of men'.",historical
527,Physics for Future Presidents,Richard A. Muller,4.03,"2,307",294,NA,0,"Learn the science behind the headlinesâthe tools of terrorists, the dangers of nuclear power, and the reality of global warming.We live in complicated, dangerous times. They are also hyper-technical times. As citizens who will elect future presidents of the most powerful and influential country in the world, we need to knowâtruly understand, not just rely on televisionâs t Learn the science behind the headlinesâthe tools of terrorists, the dangers of nuclear power, and the reality of global warming.We live in complicated, dangerous times. They are also hyper-technical times. As citizens who will elect future presidents of the most powerful and influential country in the world, we need to knowâtruly understand, not just rely on televisionâs talking headsâif Iranâs nascent nuclear capability is a genuine threat to the West, if biochemical weapons are likely to be developed by terrorists, if there are viable alternatives to fossil fuels that should be nurtured and supported by the government, if nuclear power should be encouraged, and if global warming is actually happening. This book is written in everyday, nontechnical language on the science behind the concerns that our nation faces in the immediate future. Even active readers of serious journalism will be surprised by the lessons that the book contains. It is âmust-haveâ information for all presidentsâand citizensâof the twenty-first century.",science
528,Lick the Razor,D.B. Tarpley,3.71,52,12,519,0,,horror
