,Title,Author,Average Rating,No of ratings,No of reviews,No of pages,No of awards,summary,Genre
178,Fifty Shades of Grey,E.L. James,3.66,"2,172,583","80,038",421,3,"When literature student Anastasia Steele goes to interview young entrepreneur Christian Grey, she encounters a man who is beautiful, brilliant, and intimidating. The unworldly, innocent Ana is startled to realize she wants this man and, despite his enigmatic reserve, finds she is desperate to get close to him. Unable to resist Anaâs quiet beauty, wit, and independent spiri When literature student Anastasia Steele goes to interview young entrepreneur Christian Grey, she encounters a man who is beautiful, brilliant, and intimidating. The unworldly, innocent Ana is startled to realize she wants this man and, despite his enigmatic reserve, finds she is desperate to get close to him. Unable to resist Anaâs quiet beauty, wit, and independent spirit, Grey admits he wants her, tooâbut on his own terms.
Â
Shocked yet thrilled by Greyâs singular erotic tastes, Ana hesitates. For all the trappings of successâhis multinational businesses, his vast wealth, his loving familyâGrey is a man tormented by demons and consumed by the need to control. When the couple embarks on a daring, passionately physical affair, Ana discovers Christian Greyâs secrets and explores her own dark desires.

Erotic, amusing, and deeply moving, the Fifty Shades Trilogy is a tale that will obsess you, possess you, and stay with you forever.

This book is intended for mature audiences.",romance
179,The Final Empire,Brandon Sanderson,4.44,"482,077","33,891",509,2,"What if the whole world were a dead, blasted wasteland?

Mistborn
For a thousand years the ash fell and no flowers bloomed. For a thousand years the Skaa slaved in misery and lived in fear. For a thousand years the Lord Ruler, the ""Sliver of Infinity,"" reigned with absolute power and ultimate terror, divinely invincible. Then, when hope was so long lost that not even its What if the whole world were a dead, blasted wasteland?

Mistborn
For a thousand years the ash fell and no flowers bloomed. For a thousand years the Skaa slaved in misery and lived in fear. For a thousand years the Lord Ruler, the ""Sliver of Infinity,"" reigned with absolute power and ultimate terror, divinely invincible. Then, when hope was so long lost that not even its memory remained, a terribly scarred, heart-broken half-Skaa rediscovered it in the depths of the Lord Ruler's most hellish prison. Kelsier ""snapped"" and found in himself the powers of a Mistborn. A brilliant thief and natural leader, he turned his talents to the ultimate caper, with the Lord Ruler himself as the mark.

Kelsier recruited the underworld's elite, the smartest and most trustworthy allomancers, each of whom shares one of his many powers, and all of whom relish a high-stakes challenge. Then Kelsier reveals his ultimate dream, not just the greatest heist in history, but the downfall of the divine despot.

But even with the best criminal crew ever assembled, Kel's plan looks more like the ultimate long shot, until luck brings a ragged girl named Vin into his life. Like him, she's a half-Skaa orphan, but she's lived a much harsher life. Vin has learned to expect betrayal from everyone she meets. She will have to learn trust if Kel is to help her master powers of which she never dreamed.

Brandon Sanderson, fantasy's newest master tale-spinner and author of the acclaimed debut Elantris, dares to turn a genre on its head by asking a simple question: What if the prophesied hero failed to defeat the Dark Lord? The answer will be found in the Misborn Trilogy, a saga of surprises that begins with the book in your hands. Fantasy will never be the same again.",fantasy
180,Clockwork Prince,Cassandra Clare,4.41,"501,869","26,436",498,2,"In the magical underworld of Victorian London, Tessa Gray has at last found safety with the Shadowhunters. But that safety proves fleeting when rogue forces in the Clave plot to see her protector, Charlotte, replaced as head of the Institute. If Charlotte loses her position, Tessa will be out on the streetâand easy prey for the mysterious Magister, who wants to use Tessaâs In the magical underworld of Victorian London, Tessa Gray has at last found safety with the Shadowhunters. But that safety proves fleeting when rogue forces in the Clave plot to see her protector, Charlotte, replaced as head of the Institute. If Charlotte loses her position, Tessa will be out on the streetâand easy prey for the mysterious Magister, who wants to use Tessaâs powers for his own dark ends.

With the help of the handsome, self-destructive Will and the fiercely devoted Jem, Tessa discovers that the Magisterâs war on the Shadowhunters is deeply personal. He blames them for a long-ago tragedy that shattered his life. To unravel the secrets of the past, the trio journeys from mist-shrouded Yorkshire to a manor house that holds untold horrors, from the slums of London to an enchanted ballroom where Tessa discovers that the truth of her parentage is more sinister than she had imagined. When they encounter a clockwork demon bearing a warning for Will, they realize that the Magister himself knows their every moveâand that one of their own has betrayed them.

Tessa finds her heart drawn more and more to Jem, but her longing for Will, despite his dark moods, continues to unsettle her. But something is changing in Willâthe wall he has built around himself is crumbling. Could finding the Magister free Will from his secrets and give Tessa the answers about who she is and what she was born to do?

As their dangerous search for the Magister and the truth leads the friends into peril, Tessa learns that when love and lies are mixed, they can corrupt even the purest heart.",fantasy
181,Flow Down Like Silver: Hypatia of Alexandria,Ki Longfellow,3.78,"7,384",223,138,0,"Ki Longfellow, author of the acclaimed The Secret Magdalene, has now written the astonishing life of Hypatia, famed throughout the Mediterranean world, a beauty and a genius, yet for 17 centuries ignored by history. As the Roman Empire fights for its life and emerging Christianity fights for our souls, Hypatia is the last great voice of reason. A woman of sublime intellige Ki Longfellow, author of the acclaimed The Secret Magdalene, has now written the astonishing life of Hypatia, famed throughout the Mediterranean world, a beauty and a genius, yet for 17 centuries ignored by history. As the Roman Empire fights for its life and emerging Christianity fights for our souls, Hypatia is the last great voice of reason. A woman of sublime intelligence, Hypatia ranks above not only all women, but all men. Hypatia dazzled the world with her brilliance, was courted by men of every persuasion and was considered the leading philosopher and mathematician of her age ... yet her mathematics, her inventions, the very story of her life in all its epic and dramatic intensity, has gone untold. A heart-breaking love story, an heroic struggle against intolerance, a tragedy and a triumph, Hypatia walks through these pages fully realized while all around her Egypt's Alexandria, the New York City of its day, strives to remain a beacon of light in a darkening world.",historical
182,Saturday,Ian McEwan,3.62,"71,390","4,106",877,2,"Saturday is a masterful novel set within a single day in February 2003. Henry Perowne is a contented man â a successful neurosurgeon, happily married to a newspaper lawyer, and enjoying good relations with his children. Henry wakes to the comfort of his large home in central London on this, his day off. He is as at ease here as he is in the operating room. Outside the hosp Saturday is a masterful novel set within a single day in February 2003. Henry Perowne is a contented man â a successful neurosurgeon, happily married to a newspaper lawyer, and enjoying good relations with his children. Henry wakes to the comfort of his large home in central London on this, his day off. He is as at ease here as he is in the operating room. Outside the hospital, the world is not so easy or predictable. There is an impending war against Iraq, and a general darkening and gathering pessimism since the New York and Washington attacks two years before.

On this particular Saturday morning, Perowne's day moves through the ordinary to the extraordinary. After an unusual sighting in the early morning sky, he makes his way to his regular squash game with his anaesthetist, trying to avoid the hundreds of thousands of marchers filling the streets of London, protesting against the war. A minor accident in his car brings him into a confrontation with a small-time thug. To Perowne's professional eye, something appears to be profoundly wrong with this young man, who in turn believes the surgeon has humiliated him â with savage consequences that will lead Henry Perowne to deploy all his skills to keep his family alive.",fiction
183,Matched,Ally Condie,3.64,"713,881","34,050",910,11,"In the Society, officials decide. Who you love. Where you work. When you die.

Cassia has always trusted their choices. Itâs hardly any price to pay for a long life, the perfect job, the ideal mate. So when her best friend appears on the Matching screen, Cassia knows with complete certainty that he is the oneâ¦until she sees another face flash for an instant before the screen In the Society, officials decide. Who you love. Where you work. When you die.

Cassia has always trusted their choices. Itâs hardly any price to pay for a long life, the perfect job, the ideal mate. So when her best friend appears on the Matching screen, Cassia knows with complete certainty that he is the oneâ¦until she sees another face flash for an instant before the screen fades to black. Now Cassia is faced with impossible choices: between Xander and Ky, between the only life sheâs known and a path no one else has ever dared followâbetween perfection and passion.

Matched is a story for right now and storytelling with the resonance of a classic.",young-adult
184,Let the Right One In,John Ajvide Lindqvist,4.02,"102,776","6,407",647,1,"It is autumn 1981 when the inconceivable comes to Blackeberg, a suburb in Sweden. The body of a teenage boy is found, emptied of blood, the murder rumored to be part of a ritual killing. Twelve-year-old Oskar is personally hoping that revenge has come at long lastârevenge for the bullying he endures at school, day after day.

But the murder is not the most important thing on It is autumn 1981 when the inconceivable comes to Blackeberg, a suburb in Sweden. The body of a teenage boy is found, emptied of blood, the murder rumored to be part of a ritual killing. Twelve-year-old Oskar is personally hoping that revenge has come at long lastârevenge for the bullying he endures at school, day after day.

But the murder is not the most important thing on his mind. A new girl has moved in next doorâa girl who has never seen a Rubik's Cube before, but who can solve it at once. There is something wrong with her, though, something odd. And she only comes out at night....",horror
185,The Year of the Flood,Margaret Atwood,4.03,"120,043","7,956",431,5,"The times and species have been changing at a rapid rate, and the social compact is wearing as thin as environmental stability. Adam One, the kindly leader of the God's Gardeners--a religion devoted to the melding of science and religion, as well as the preservation of all plant and animal life--has long predicted a natural disaster that will alter Earth as we know it. Now The times and species have been changing at a rapid rate, and the social compact is wearing as thin as environmental stability. Adam One, the kindly leader of the God's Gardeners--a religion devoted to the melding of science and religion, as well as the preservation of all plant and animal life--has long predicted a natural disaster that will alter Earth as we know it. Now it has occurred, obliterating most human life. Two women have survived: Ren, a young trapeze dancer locked inside the high-end sex club Scales and Tails, and Toby, a God's Gardener barricaded inside a luxurious spa where many of the treatments are edible.

Have others survived? Ren's bioartist friend Amanda? Zeb, her eco-fighter stepfather? Her onetime lover, Jimmy? Or the murderous Painballers, survivors of the mutual-elimination Painball prison? Not to mention the shadowy, corrupt policing force of the ruling powers...

Meanwhile, gene-spliced life forms are proliferating: the lion/lamb blends, the Mo'hair sheep with human hair, the pigs with human brain tissue. As Adam One and his intrepid hemp-clad band make their way through this strange new world, Ren and Toby will have to decide on their next move. They can't stay locked away...

By turns dark, tender, violent, thoughtful, and uneasily hilarious, ""The Year of the Flood"" is Atwood at her most brilliant and inventive.",fiction
186,A Discovery of Witches,Deborah Harkness,it,"430,274","39,346",Fantasy,2,"A richly inventive novel about a centuries-old vampire, a spellbound witch, and the mysterious manuscript that draws them together.

Deep in the stacks of Oxford's Bodleian Library, young scholar Diana Bishop unwittingly calls up a bewitched alchemical manuscript in the course of her research. Descended from an old and distinguished line of witches, Diana wants nothing to d A richly inventive novel about a centuries-old vampire, a spellbound witch, and the mysterious manuscript that draws them together.

Deep in the stacks of Oxford's Bodleian Library, young scholar Diana Bishop unwittingly calls up a bewitched alchemical manuscript in the course of her research. Descended from an old and distinguished line of witches, Diana wants nothing to do with sorcery; so after a furtive glance and a few notes, she banishes the book to the stacks. But her discovery sets a fantastical underworld stirring, and a horde of daemons, witches, and vampires soon descends upon the library. Diana has stumbled upon a coveted treasure lost for centuries-and she is the only creature who can break its spell.

Debut novelist Deborah Harkness has crafted a mesmerizing and addictive read, equal parts history and magic, romance and suspense. Diana is a bold heroine who meets her equal in vampire geneticist Matthew Clairmont, and gradually warms up to him as their alliance deepens into an intimacy that violates age-old taboos. This smart, sophisticated story harks back to the novels of Anne Rice, but it is as contemporary and sensual as the Twilight series-with an extra serving of historical realism.",fantasy
187,Odd Thomas,Dean Koontz,3.96,"268,136","7,752",260,1,"The dead don't talk. I don't know why. But they do try to communicate, with a short-order cook in a small desert town serving as their reluctant confidant. Sometimes the silent souls who seek out Odd want justice. Occasionally their otherworldly tips help him prevent a crime. But this time itâs different.

A stranger comes to Pico Mundo, accompanied by a horde of hyena-like The dead don't talk. I don't know why. But they do try to communicate, with a short-order cook in a small desert town serving as their reluctant confidant. Sometimes the silent souls who seek out Odd want justice. Occasionally their otherworldly tips help him prevent a crime. But this time itâs different.

A stranger comes to Pico Mundo, accompanied by a horde of hyena-like shades who herald an imminent catastrophe. Aided by his soul mate, Stormy Llewellyn, and an unlikely community of allies that includes the King of Rock ânâ Roll, Odd will race against time to thwart the gathering evil. His account of these shattering hours, in which past and present, fate and destiny, converge, is a testament by which to liveâan unforgettable fable for our time destined to rank among Dean Koontzâs most enduring works.",horror
188,Team of Rivals: The Political Genius of Abraham Lincoln,Doris Kearns Goodwin,4.22,"178,226","7,519",958,4,"Winner of the Lincoln Prize

Acclaimed historian Doris Kearns Goodwin illuminates Lincoln's political genius in this highly original work, as the one-term congressman and prairie lawyer rises from obscurity to prevail over three gifted rivals of national reputation to become president.

On May 18, 1860, William H. Seward, Salmon P. Chase, Edward Bates, and Abraham Lincoln wait Winner of the Lincoln Prize

Acclaimed historian Doris Kearns Goodwin illuminates Lincoln's political genius in this highly original work, as the one-term congressman and prairie lawyer rises from obscurity to prevail over three gifted rivals of national reputation to become president.

On May 18, 1860, William H. Seward, Salmon P. Chase, Edward Bates, and Abraham Lincoln waited in their hometowns for the results from the Republican National Convention in Chicago. When Lincoln emerged as the victor, his rivals were dismayed and angry.

Throughout the turbulent 1850s, each had energetically sought the presidency as the conflict over slavery was leading inexorably to secession and civil war. That Lincoln succeeded, Goodwin demonstrates, was the result of a character that had been forged by experiences that raised him above his more privileged and accomplished rivals. He won because he possessed an extraordinary ability to put himself in the place of other men, to experience what they were feeling, to understand their motives and desires.

It was this capacity that enabled Lincoln as president to bring his disgruntled opponents together, create the most unusual cabinet in history, and marshal their talents to the task of preserving the Union and winning the war.

We view the long, horrifying struggle from the vantage of the White House as Lincoln copes with incompetent generals, hostile congressmen, and his raucous cabinet. He overcomes these obstacles by winning the respect of his former competitors, and in the case of Seward, finds a loyal and crucial friend to see him through.

This brilliant multiple biography is centered on Lincoln's mastery of men and how it shaped the most significant presidency in the nation's history.",history
189,High in School,Salman Aditya,3.52,"4,813",67,234,0,"From the famous drunk comedian from Indonesia comes this humorous coming-of-age not so true story about unusual high school study group adventure.

James just wants to sit tight and be a normal freshman in his new high school. But after a few days he realizes it won't be. He doesn't have any idea how to study and he met many strange characters. In order to survive his first From the famous drunk comedian from Indonesia comes this humorous coming-of-age not so true story about unusual high school study group adventure.

James just wants to sit tight and be a normal freshman in his new high school. But after a few days he realizes it won't be. He doesn't have any idea how to study and he met many strange characters. In order to survive his first semester, he establishes a study group filled with unusual and rich personality who surprisingly colors his everyday life.



High in School text and illustrations copyright Â© 2012 CV Lantip Safari Media, Inc. all rights reserved",humor
190,Wonder,R.J. Palacio,4.40,"886,692","69,833",329,24,"I wonât describe what I look like. Whatever youâre thinking, itâs probably worse.

August Pullman was born with a facial difference that, up until now, has prevented him from going to a mainstream school. Starting 5th grade at Beecher Prep, he wants nothing more than to be treated as an ordinary kidâbut his new classmates canât get past Auggieâs extraordinary face. Wonder, I wonât describe what I look like. Whatever youâre thinking, itâs probably worse.

August Pullman was born with a facial difference that, up until now, has prevented him from going to a mainstream school. Starting 5th grade at Beecher Prep, he wants nothing more than to be treated as an ordinary kidâbut his new classmates canât get past Auggieâs extraordinary face. Wonder, begins from Auggieâs point of view, but soon switches to include his classmates, his sister, her boyfriend, and others.",young-adult
191,,,NA,NA,NA,NA,0,,NA
192,Snow,Orhan Pamuk Maureen Freely,3.59,"45,022","3,809",August,5,"One of multiple covers for ISBN 9780375706868.

A spellbinding tale of disparate yearnings â for love, art, power, and God â set in a remote Turkish town, where stirrings of political Islamism threaten to unravel the secular order; by the winner of the 2006 Nobel Prize for Literature.

From the acclaimed author of My Name Is Red comes a spellbinding tale of disparate yearnings One of multiple covers for ISBN 9780375706868.

A spellbinding tale of disparate yearnings â for love, art, power, and God â set in a remote Turkish town, where stirrings of political Islamism threaten to unravel the secular order; by the winner of the 2006 Nobel Prize for Literature.

From the acclaimed author of My Name Is Red comes a spellbinding tale of disparate yearningsâfor love, art, power, and Godâset in a remote Turkish town, where stirrings of political Islamism threaten to unravel the secular order.

Following years of lonely political exile in Western Europe, Ka, a middle-aged poet, returns to Istanbul to attend his mother's funeral. Only partly recognizing this place of his cultured, middle-class youth, he is even more disoriented by news of strange events in the wider country: a wave of suicides among girls forbidden to wear their head scarves at school. An apparent thaw of his writer's curiosityâa frozen sea these many yearsâleads him to Kars, a far-off town near the Russian border and the epicenter of the suicides.

No sooner has he arrived, however, than we discover that Ka's motivations are not purely journalistic; for in Kars, once a province of Ottoman and then Russian glory, now a cultural gray-zone of poverty and paralysis, there is also Ipek, a radiant friend of Ka's youth, lately divorced, whom he has never forgotten. As a snowstorm, the fiercest in memory, descends on the town and seals it off from the modern, westernized world that has always been Ka's frame of reference, he finds himself drawn in unexpected directions: not only headlong toward the unknowable Ipek and the desperate hope for loveâor at least a wifeâthat she embodies, but also into the maelstrom of a military coup staged to restrain the local Islamist radicals, and even toward God, whose existence Ka has never before allowed himself to contemplate. In this surreal confluence of emotion and spectacle, Ka begins to tap his dormant creative powers, producing poem after poem in untimely, irresistible bursts of inspiration. But not until the snows have melted and the political violence has run its bloody course will Ka discover the fate of his bid to seize a last chance for happiness.

Blending profound sympathy and mischievous wit, Snow illuminates the contradictions gripping the individual and collective heart in many parts of the Muslim world. But even more, by its narrative brilliance and comprehension of the needs and duties",fiction
193,,,NA,NA,NA,NA,0,,NA
194,The Bookseller of Kabul,Ãsne Seierstad Ingrid Christopherson,3.74,"53,888","3,424",Brown,1,"In spring 2002, following the fall of the Taliban, Ãsne Seierstad spent four months living with a bookseller and his family in Kabul.

For more than twenty years Sultan Khan defied the authoritiesâbe they communist or Talibanâto supply books to the people of Kabul. He was arrested, interrogated and imprisoned by the communists, and watched illiterate Taliban soldiers burn pi In spring 2002, following the fall of the Taliban, Ãsne Seierstad spent four months living with a bookseller and his family in Kabul.

For more than twenty years Sultan Khan defied the authoritiesâbe they communist or Talibanâto supply books to the people of Kabul. He was arrested, interrogated and imprisoned by the communists, and watched illiterate Taliban soldiers burn piles of his books in the street. He even resorted to hiding most of his stockâalmost ten thousand booksâin attics all over Kabul.

But while Khan is passionate in his love of books and his hatred of censorship, he also has strict views on family life and the role of women. As an outsider, Ãsne Seierstad found herself in a unique position, able to move freely between the private, restricted sphere of the womenâincluding Khanâs two wivesâand the freer, more public lives of the men.

It is an experience that Seierstad finds both fascinating and frustrating. As she steps back from the page and allows the Khans to speak for themselves, we learn of proposals and marriages, hope and fear, crime and punishment. The result is a genuinely gripping and moving portrait of a family, and a clear-eyed assessment of a country struggling to free itself from history.' to 'This mesmerizing portrait of a proud man who, through three decades and successive repressive regimes, heroically braved persecution to bring books to the people of Kabul has elicited extraordinary praise throughout the world and become a phenomenal international bestseller. The Bookseller of Kabul is startling in its intimacy and its detailsâa revelation of the plight of Afghan women and a window into the surprising realities of daily life in todayâs Afghanistan.'",non-fiction
195,If I Stay,Gayle Forman,3.93,"779,302","39,488",437,13,"In the blink of an eye everything changes. Seventeen Â­year-old Mia has no memory of the accident; she can only recall what happened afterwards, watching her own damaged body being taken from the wreck. Little by little she struggles to put together the pieces- to figure out what she has lost, what she has left, and the very difficult choice she must make. Heartwrenchingly In the blink of an eye everything changes. Seventeen Â­year-old Mia has no memory of the accident; she can only recall what happened afterwards, watching her own damaged body being taken from the wreck. Little by little she struggles to put together the pieces- to figure out what she has lost, what she has left, and the very difficult choice she must make. Heartwrenchingly beautiful, this will change the way you look at life, love, and family. Now a major motion picture starring Chloe Grace Moretz, Mia's story will stay with you for a long, long time.",young-adult
196,The Tale of Despereaux,Kate DiCamillo Timothy Basil Ering,4.03,"179,726","10,651",838,18,"A brave mouse, a covetous rat, a wishful serving girl, and a princess named Pea come together in Kate DiCamillo's Newbery Medalâwinning tale.

Welcome to the story of Despereaux Tilling, a mouse who is in love with music, stories, and a princess named Pea. It is also the story of a rat called Roscuro, who lives in the darkness and covets a world filled with light. And it is A brave mouse, a covetous rat, a wishful serving girl, and a princess named Pea come together in Kate DiCamillo's Newbery Medalâwinning tale.

Welcome to the story of Despereaux Tilling, a mouse who is in love with music, stories, and a princess named Pea. It is also the story of a rat called Roscuro, who lives in the darkness and covets a world filled with light. And it is the story of Miggery Sow, a slow-witted serving girl who harbors a simple, impossible wish. These three characters are about to embark on a journey that will lead them down into a horrible dungeon, up into a glittering castle, and, ultimately, into each other's lives. What happens then? As Kate DiCamillo would say: Reader, it is your destiny to find out.",fantasy
197,The Nightingale,Kristin Hannah,4.57,"872,436","74,605",204,3,"In love we find out who we want to be.
In war we find out who we are.

FRANCE, 1939

In the quiet village of Carriveau, Vianne Mauriac says good-bye to her husband, Antoine, as he heads for the Front. She doesnât believe that the Nazis will invade Franceâ¦but invade they do, in droves of marching soldiers, in caravans of trucks and tanks, in planes that fill the skies and drop b In love we find out who we want to be.
In war we find out who we are.

FRANCE, 1939

In the quiet village of Carriveau, Vianne Mauriac says good-bye to her husband, Antoine, as he heads for the Front. She doesnât believe that the Nazis will invade Franceâ¦but invade they do, in droves of marching soldiers, in caravans of trucks and tanks, in planes that fill the skies and drop bombs upon the innocent. When a German captain requisitions Vianneâs home, she and her daughter must live with the enemy or lose everything. Without food or money or hope, as danger escalates all around them, she is forced to make one impossible choice after another to keep her family alive.

Vianneâs sister, Isabelle, is a rebellious eighteen-year-old, searching for purpose with all the reckless passion of youth. While thousands of Parisians march into the unknown terrors of war, she meets GaÃ«tan, a partisan who believes the French can fight the Nazis from within France, and she falls in love as only the young canâ¦completely. But when he betrays her, Isabelle joins the Resistance and never looks back, risking her life time and again to save others.

With courage, grace and powerful insight, bestselling author Kristin Hannah captures the epic panorama of World War II and illuminates an intimate part of history seldom seen: the womenâs war. The Nightingale tells the stories of two sisters, separated by years and experience, by ideals, passion and circumstance, each embarking on her own dangerous path toward survival, love, and freedom in German-occupied, war-torn Franceâa heartbreakingly beautiful novel that celebrates the resilience of the human spirit and the durability of women. It is a novel for everyone, a novel for a lifetime.",historical
198,Dear John,Nicholas Sparks,4.03,"568,917","11,830",941,0,"An angry rebel, John dropped out of school and enlisted in the Army, not knowing what else to do with his life--until he meets the girl of his dreams, Savannah. Their mutual attraction quickly grows into the kind of love that leaves Savannah waiting for John to finish his tour of duty, and John wanting to settle down with the woman who has captured his heart.

But 9/11 chan An angry rebel, John dropped out of school and enlisted in the Army, not knowing what else to do with his life--until he meets the girl of his dreams, Savannah. Their mutual attraction quickly grows into the kind of love that leaves Savannah waiting for John to finish his tour of duty, and John wanting to settle down with the woman who has captured his heart.

But 9/11 changes everything. John feels it is his duty to re-enlist. And sadly, the long separation finds Savannah falling in love with someone else.

Dear John, the letter read... and with those two words, a heart was broken and two lives were changed forever. Returning home, John must come to grips with the fact that Savannah, now married, is still his true loveâand face the hardest decision of his life.",romance
199,"Sex, Drugs, and Cocoa Puffs: A Low Culture Manifesto",Chuck Klosterman,3.71,"74,555","3,523",272,0,"Countless writers and artists have spoken for a generation, but no one has done it quite like Chuck Klosterman. With an exhaustive knowledge of popular culture and an almost effortless ability to spin brilliant prose out of unlikely subject matter, Klosterman attacks the entire spectrum of postmodern America: reality TV, Internet porn, Pamela Anderson, literary Jesus freak Countless writers and artists have spoken for a generation, but no one has done it quite like Chuck Klosterman. With an exhaustive knowledge of popular culture and an almost effortless ability to spin brilliant prose out of unlikely subject matter, Klosterman attacks the entire spectrum of postmodern America: reality TV, Internet porn, Pamela Anderson, literary Jesus freaks, and the real difference between apples and oranges (of which there is none). And don't even get him started on his love life and the whole Harry-Met-Sally situation.

Whether deconstructing Saved by the Bell episodes or the artistic legacy of Billy Joel, the symbolic importance of The Empire Strikes Back or the Celtics/Lakers rivalry, Chuck will make you think, he'll make you laugh, and he'll drive you insane -- usually all at once. Sex, Drugs, and Cocoa Puffs is ostensibly about art, entertainment, infotainment, sports, politics, and kittens, but -- really -- it's about us. All of us. As Klosterman realizes late at night, in the moment before he falls asleep, ""In and of itself, nothing really matters. What matters is that nothing is ever 'in and of itself.'"" Read to believe.",non-fiction
200,Allegiant,Veronica Roth,3.62,"921,545","67,398",574,1,"The faction-based society that Tris Prior once believed in is shattered - fractured by violence and power struggles and scarred by loss and betrayal. So when offered a chance to explore the world past the limits she's known, Tris is ready. Perhaps beyond the fence, she and Tobias will find a simple new life together, free from complicated lies, tangled loyalties, and painf The faction-based society that Tris Prior once believed in is shattered - fractured by violence and power struggles and scarred by loss and betrayal. So when offered a chance to explore the world past the limits she's known, Tris is ready. Perhaps beyond the fence, she and Tobias will find a simple new life together, free from complicated lies, tangled loyalties, and painful memories.

But Tris's new reality is even more alarming than the one she left behind. Old discoveries are quickly rendered meaningless. Explosive new truths change the hearts of those she loves. And once again, Tris must battle to comprehend to complexities of human nature - and of herself - while facing impossible choices about courage, allegiance, sacrifice, and love.

Told from a riveting dual perspective, ALLEGIANT, by #1 New York Times best-selling author Veronica Roth, brings the DIVERGENT series to a powerful conclusion while revealing the secrets of the dystopian world that has captivated millions of readers in DIVERGENT and INSURGENT.",young-adult
201,Throne of Glass,Sarah J. Maas,4.18,"768,299","52,600",776,3,"This is a previously published edition of ISBN13: 9781599906959.

After serving out a year of hard labor in the salt mines of Endovier for her crimes, 18-year-old assassin Celaena Sardothien is dragged before the Crown Prince. Prince Dorian offers her her freedom on one condition: she must act as his champion in a competition to find a new royal assassin.

Her opponents are m This is a previously published edition of ISBN13: 9781599906959.

After serving out a year of hard labor in the salt mines of Endovier for her crimes, 18-year-old assassin Celaena Sardothien is dragged before the Crown Prince. Prince Dorian offers her her freedom on one condition: she must act as his champion in a competition to find a new royal assassin.

Her opponents are men-thieves and assassins and warriors from across the empire, each sponsored by a member of the king's council. If she beats her opponents in a series of eliminations, she'll serve the kingdom for four years and then be granted her freedom. Celaena finds her training sessions with the captain of the guard, Westfall, challenging and exhilarating. But she's bored stiff by court life. Things get a little more interesting when the prince starts to show interest in her ... but it's the gruff Captain Westfall who seems to understand her best.

Then one of the other contestants turns up dead ... quickly followed by another. Can Celaena figure out who the killer is before she becomes a victim? As the young assassin investigates, her search leads her to discover a greater destiny than she could possibly have imagined.",fantasy
202,Possession of My Soul,Kia Carrington-Russell,3.50,"4,969",57,"2014

93",0,"Awarded 'Best Fantasy Series of 2014' and 'Best Book Bad Guy of 2014' by The Paranormal Bookshelf.
Karla Gray is an ordinary young woman that is taken from her mundane life into a world of blood lust as she begins to struggle with a unique ability. Karla is a Shielder; an exceptional fighter born with the rare ability to project a Shield for protection. However, Shielders a Awarded 'Best Fantasy Series of 2014' and 'Best Book Bad Guy of 2014' by The Paranormal Bookshelf.
Karla Gray is an ordinary young woman that is taken from her mundane life into a world of blood lust as she begins to struggle with a unique ability. Karla is a Shielder; an exceptional fighter born with the rare ability to project a Shield for protection. However, Shielders are not the only kind that possesses such a talent. The Shielders battle a war that has been raging for centuries against Starkorfs, who harvest humans and Shielders alike to obtain a near immortality.
Alongside the charming Lucas and selfless Paul, Karla must unravel the purpose of her curse and battle an unknown presence manipulating her thoughts; a mysterious woman who may be dormant for now, but has every intention of possessing Karla- mind, body, and soul.
Within this new reality that Karla faces the search for the Three Immortal Blades begins.",fantasy
203,A Great and Terrible Beauty,Libba Bray,3.78,"228,317","10,085",910,2,"In this debut gothic novel mysterious visions, dark family secrets and a long-lost diary thrust Gemma and her classmates back into the horrors that followed her from India. (Ages 12+)

It's 1895, and after the suicide of her mother, 16-year-old Gemma Doyle is shipped off from the life she knows in India to Spence, a proper boarding school in England. Lonely, guilt-ridden, an In this debut gothic novel mysterious visions, dark family secrets and a long-lost diary thrust Gemma and her classmates back into the horrors that followed her from India. (Ages 12+)

It's 1895, and after the suicide of her mother, 16-year-old Gemma Doyle is shipped off from the life she knows in India to Spence, a proper boarding school in England. Lonely, guilt-ridden, and prone to visions of the future that have an uncomfortable habit of coming true, Gemma's reception there is a chilly one. To make things worse, she's been followed by a mysterious young Indian man, a man sent to watch her. But why? What is her destiny? And what will her entanglement with Spence's most powerful girlsâand their foray into the spiritual worldâlead to?",fantasy
204,Paper Towns,John Green,3.76,"1,082,790","50,823",838,11,"Who is the real Margo?

Quentin Jacobsen has spent a lifetime loving the magnificently adventurous Margo Roth Spiegelman from afar. So when she cracks open a window and climbs into his lifeâdressed like a ninja and summoning him for an ingenious campaign of revengeâhe follows. After their all-nighter ends, and a new day breaks, Q arrives at school to discover that Margo, alw Who is the real Margo?

Quentin Jacobsen has spent a lifetime loving the magnificently adventurous Margo Roth Spiegelman from afar. So when she cracks open a window and climbs into his lifeâdressed like a ninja and summoning him for an ingenious campaign of revengeâhe follows. After their all-nighter ends, and a new day breaks, Q arrives at school to discover that Margo, always an enigma, has now become a mystery. But Q soon learns that there are cluesâand they're for him. Urged down a disconnected path, the closer he gets, the less Q sees the girl he thought he knew...",young-adult
