,Title,Author,Average Rating,No of ratings,No of reviews,No of pages,No of awards,summary,Genre
352,Vampireville,Ellen Schreiber,3.92,"23,917",554,209,0,"For goth-girl Raven, dating her dream boyfriend is complicated, especially because Alexander's secret means that they can see each other only at night.

And now the pair must be extra wary in the dark with Alexander's archrival, Jagger, appearing around town. As if Jagger isn't enough cause for worry, Luna, his strikingly pale sister, has also surfaced and seems to have her For goth-girl Raven, dating her dream boyfriend is complicated, especially because Alexander's secret means that they can see each other only at night.

And now the pair must be extra wary in the dark with Alexander's archrival, Jagger, appearing around town. As if Jagger isn't enough cause for worry, Luna, his strikingly pale sister, has also surfaced and seems to have her sights set on Raven's longtime nemesis, Trevor. Together, Raven and Alexander must begin a terrifying search for Jagger and Luna's hideout to drive them away -- that is, if it's not already too late to save Dullsville from becoming Vampireville.

In the latest installment of her popular Vampire Kisses books, Ellen Schreiber continues the startling story of two teen outsiders -- she from the mortal world and he from the Underworld -- who share a thrilling, extraordinary romance.",paranormal
353,Killer,Sara Shepard,4.04,"47,400","1,635",422,0,"In picture-perfect Rosewood, Pennsylvania, ash-blond highlights gleam in the winter sun and frozen lakes sparkle like Swarovski crystals. But pictures often lieâ and so do Rosewood's four prettiest girls.
Hanna, Aria, Spencer, and Emily have been lying ever since they became friends with beautiful Alison DiLaurentis. Ali made them do terrible thingsâthings they had to keep In picture-perfect Rosewood, Pennsylvania, ash-blond highlights gleam in the winter sun and frozen lakes sparkle like Swarovski crystals. But pictures often lieâ and so do Rosewood's four prettiest girls.
Hanna, Aria, Spencer, and Emily have been lying ever since they became friends with beautiful Alison DiLaurentis. Ali made them do terrible thingsâthings they had to keep secret for years. And even though Ali was killed at the end of seventh grade, their bad-girl ways didn't die with her.
Hanna's on a mission to corrupt Rosewood's youth, starting with a very attractive sophomore. Aria's snooping into her boyfriend's past. Spencer's stealingâ from her family. And pure little Emily's abstaining from abstinence.
The girls should be careful, though. They thought they were safe when Ali's killer was arrested and A's true identity was finally revealed. But now there's a new A in town turning up the heat. And this time Rosewood is going to burn.",young-adult
354,The Red Pyramid,Rick Riordan,4.08,"360,381","14,101",912,5,"Since his mother's death six years ago, Carter Kane has been living out of a suitcase, traveling the globe with his father, the brilliant Egyptologist, Dr. Julius Kane. But while Carter's been homeschooled, his younger sister, Sadie, has been living with their grandparents in London. Sadie has just what Carter wantsâschool friends and a chance at a ""normal"" life. But Carte Since his mother's death six years ago, Carter Kane has been living out of a suitcase, traveling the globe with his father, the brilliant Egyptologist, Dr. Julius Kane. But while Carter's been homeschooled, his younger sister, Sadie, has been living with their grandparents in London. Sadie has just what Carter wantsâschool friends and a chance at a ""normal"" life. But Carter has just what Sadie longs forâtime with their father. After six years of living apart, the siblings have almost nothing in common. Until now.

On Christmas Eve, Sadie and Carter are reunited when their father brings them to the British Museum, with a promise that he's going to ""make things right."" But all does not go according to plan: Carter and Sadie watch as Julius summons a mysterious figure, who quickly banishes their father and causes a fiery explosion.

Soon Carter and Sadie discover that the gods of Ancient Egypt are waking, and the worst of themâSetâhas a frightening scheme. To save their father, they must embark on a dangerous journeyâa quest that brings them ever closer to the truth about their family and its links to the House of Life, a secret order that has existed since the time of the pharaohs.",fantasy
355,Blubber,Judy Blume,3.78,"34,395","1,374",195,2,"Blubber is a good name for her, the note from Wendy says about Linda. Jill crumples it up and leaves it on the corner of her desk. She doesn't want to think about Linda or her dumb report on the whale just now. Jill wants to think about Halloween.

But Robby grabs the note, and before Linda stops talking it has gone halfway around the room.

That's where it all starts. There's Blubber is a good name for her, the note from Wendy says about Linda. Jill crumples it up and leaves it on the corner of her desk. She doesn't want to think about Linda or her dumb report on the whale just now. Jill wants to think about Halloween.

But Robby grabs the note, and before Linda stops talking it has gone halfway around the room.

That's where it all starts. There's something about Linda that makes a lot of kids in her fifth-grade class want to see how far they can go -- but nobody, least of all Jill, expects the fun to end where it does.

A New York Times Outstanding Book of the Year",young-adult
356,The Sea of Trolls,Nancy Farmer,4.01,"14,987","1,084",931,5,"The year is A.D. 793; Jack and his sister have been kidnapped by Vikings and taken to the court of Ivar the Boneless and his terrifying half-troll wife; but things get even worse when Jack finds himself on a dangerous quest to find the magical Mimir's Well in a far-off land, with his sister's life forfeit if he fails.

Other threats include a willful mother Dragon, a giant s The year is A.D. 793; Jack and his sister have been kidnapped by Vikings and taken to the court of Ivar the Boneless and his terrifying half-troll wife; but things get even worse when Jack finds himself on a dangerous quest to find the magical Mimir's Well in a far-off land, with his sister's life forfeit if he fails.

Other threats include a willful mother Dragon, a giant spider, and a troll-boar with a surprising personality -- to say nothing of Ivar the Boneless and his wife, Queen Frith, a shape-shifting half-troll, and several eight foot tall, orange-haired, full-time trolls. But in stories by award-winner Nancy Farmer, appearances do deceive. She has never told a richer, funnier tale, nor offered more timeless encouragement to young seekers than ""Just say no to pillaging.""",fantasy
357,,,NA,NA,NA,NA,0,,NA
358,The Testament,John Grisham Jorma-Veikko Sappinen,3.87,"114,239","3,244",673,0,"In a plush Virginia office, a rich, angry old man is furiously rewriting his will. With his death just hours away, Troy Phelan wants to send a message to his children, his ex-wives, and his minions, a message that will touch off a vicious legal battle and transform dozens of lives.

Because Troy Phelan's new will names a sole surprise heir to his eleven-billion-dollar fortun In a plush Virginia office, a rich, angry old man is furiously rewriting his will. With his death just hours away, Troy Phelan wants to send a message to his children, his ex-wives, and his minions, a message that will touch off a vicious legal battle and transform dozens of lives.

Because Troy Phelan's new will names a sole surprise heir to his eleven-billion-dollar fortune: a mysterious woman named Rachel Lane, a missionary living deep in the jungles of Brazil.

Enter the lawyers. Nate O'Riley is fresh out of rehab, a disgraced corporate attorney handpicked for his last job: to find Rachel Lane at any cost. As Phelan's family circles like vultures in D.C., Nate is crashing through the Brazilian jungle, entering a world where money means nothing, where death is just one misstep away, and where a woman - pursued by enemies and friends alike - holds a stunning surprise of her own.",fiction
359,Kushiel's Avatar,Jacqueline Carey,4.37,"34,186",965,777,0,"The land of Terre d'Ange is a place of unsurpassed beauty and grace. It's inhabited by the race that rose from the seed of angels, and they live by one simple rule: Love as thou wilt.

PhÃ¨dre nÃ³ Delaunay was sold into indentured servitude as a child. Her bond was purchased by a nobleman who recognized that she was pricked by Kushiel's dart, chosen to forever experience pain The land of Terre d'Ange is a place of unsurpassed beauty and grace. It's inhabited by the race that rose from the seed of angels, and they live by one simple rule: Love as thou wilt.

PhÃ¨dre nÃ³ Delaunay was sold into indentured servitude as a child. Her bond was purchased by a nobleman who recognized that she was pricked by Kushiel's dart, chosen to forever experience pain and pleasure as one. PhÃ¨dre's path has been strange and dangerous. She has lain with princes and pirate kings, battled a wicked temptress, and saved two nations. Through it all, the devoted swordsman Joscelin has been at her side, following the central precept of the angel Cassiel: Protect and serve.

But PhÃ¨dre's plans will put his pledge to the test, for she has never forgotten her childhood friend Hyacinthe. She has spent ten long years searching for the key to free him from his eternal indenture to the Master of Straights, a bargain with the gods to save PhÃ¨dre and a nation. The search will take PhÃ¨dre and Joscelin across the world and down a fabled river to a forgotten land ... and to a power so intense and mysterious, none dare speak its name.",fantasy
360,The Promise,Danielle Steel,3.97,"13,393",488,749,0,"Young architect Micheal Hillyard and artist Nancy McAllister are determined to get married despite his wealthy mother's disapproval. Then minutes before their wedding, a terrifying accident and a cruel deception separate Micheal and Nancy--perhaps forever. Each pursues a new life--Nancy in California, Micheal in New York. But eventually nothing--and no one--can keep them a Young architect Micheal Hillyard and artist Nancy McAllister are determined to get married despite his wealthy mother's disapproval. Then minutes before their wedding, a terrifying accident and a cruel deception separate Micheal and Nancy--perhaps forever. Each pursues a new life--Nancy in California, Micheal in New York. But eventually nothing--and no one--can keep them apart as they keep their vow never to say good-bye.",romance
361,The Wedding,Danielle Steel,3.82,"8,362",267,NA,0,"Simon Steinberg and Blaire Scott are among the most respected couples in Hollywood. They have defied the Hollywood clichÃ© and stayed together for decades. Their three children--teenage aspiring model Samantha, pre-med student Scott, and entertainment lawyer Allegra--are successful and happy. Allegra, as an attorney to the stars, has a career that consumes so much of her en Simon Steinberg and Blaire Scott are among the most respected couples in Hollywood. They have defied the Hollywood clichÃ© and stayed together for decades. Their three children--teenage aspiring model Samantha, pre-med student Scott, and entertainment lawyer Allegra--are successful and happy. Allegra, as an attorney to the stars, has a career that consumes so much of her energy that she has little time for a private life--until a chance encounter with a New York writer turns her life upside down. Suddenly, she finds herself planning a wedding at her parents' Bel Air home.

As preparations begin, the chaos of last-minute arrangements, surprise announcements and ever-increasing anxiety brings out both the best and the worst in everyone. But while couples in each generation of the Steinberg family struggle with broken vows and new hopes, the real meaning of Allegra's wedding emerges. It is a bridge between the past and the future, an opportunity for reconciliation, forgiveness and new hope for the future--as weddings often are for us all.",romance
362,Tomorrow in the Battle Think on Me,Javier MarÃ­as Margaret Jull Costa,3.99,"5,288",560,984,4,"""No one ever suspects,"" begins Tomorrow in the Battle Think On Me, ""that they might one day find themselves with a dead woman in their arms...."" Marta has just met Victor when she invites him to dinner at her Madrid apartment while her husband is away on business. When her two-year-old son finally falls asleep, Marta and Victor retreat to the bedroom. Undressing, she sudde ""No one ever suspects,"" begins Tomorrow in the Battle Think On Me, ""that they might one day find themselves with a dead woman in their arms...."" Marta has just met Victor when she invites him to dinner at her Madrid apartment while her husband is away on business. When her two-year-old son finally falls asleep, Marta and Victor retreat to the bedroom. Undressing, she suddenly feels ill; and in his arms, inexplicably, she dies.

What should Victor do? Remove the compromising tape from the phone machine? Leave food for the child, for breakfast? These are just his first steps, but he soon takes matters further; unable to bear the shadows and the unknowing, Victor plunges into dark waters. And Javier MarÃ­as, Europe's master of secrets, of what lies reveal and truth may conceal, is on sure ground in this profound, quirky, and marvelous novel.",fiction
363,Feed,Mira Grant,3.86,"56,438","6,506",585,4,"The year was 2014. We had cured cancer. We had beaten the common cold. But in doing so we created something new, something terrible that no one could stop.

The infection spread, virus blocks taking over bodies and minds with one, unstoppable command: FEED. Now, twenty years after the Rising, bloggers Georgia and Shaun Mason are on the trail of the biggest story of their li The year was 2014. We had cured cancer. We had beaten the common cold. But in doing so we created something new, something terrible that no one could stop.

The infection spread, virus blocks taking over bodies and minds with one, unstoppable command: FEED. Now, twenty years after the Rising, bloggers Georgia and Shaun Mason are on the trail of the biggest story of their livesâthe dark conspiracy behind the infected.

The truth will get out, even if it kills them.",horror
364,Crossed,Ally Condie,3.53,"233,808","15,420",367,0,"The Society chooses everything.

The books you read.
The music you listen to.
The person you love.

Yet for Cassia the rules have changed. Ky has been taken and she will sacrifice everything to find him.

And when Cassia discovers Ky has escaped to the wild frontiers beyond the Society there is hope.

But on the edge of society nothing is as it seems...

A rebellion is rising.

And The Society chooses everything.

The books you read.
The music you listen to.
The person you love.

Yet for Cassia the rules have changed. Ky has been taken and she will sacrifice everything to find him.

And when Cassia discovers Ky has escaped to the wild frontiers beyond the Society there is hope.

But on the edge of society nothing is as it seems...

A rebellion is rising.

And a tangled web of lies and double-crosses could destroy everything.",young-adult
365,Crash,Nicole Williams,3.98,"60,382","3,287",420,1,"Southpointe High is the last place Lucy wanted to wind up her senior year of school. Right up until she stumbles into Jude Ryder, a guy whose name has become its own verb, and synonymous with trouble. He's got a rap sheet that runs longer than a senior thesis, has had his name sighed, shouted, and cursed by more women than Lucy dares to ask, and lives at the local boys hom Southpointe High is the last place Lucy wanted to wind up her senior year of school. Right up until she stumbles into Jude Ryder, a guy whose name has become its own verb, and synonymous with trouble. He's got a rap sheet that runs longer than a senior thesis, has had his name sighed, shouted, and cursed by more women than Lucy dares to ask, and lives at the local boys home where disturbed seems to be the status quo for the residents. Lucy had a stable at best, quirky at worst, upbringing. She lives for wearing the satin down on her ballet shoes, has her sights set on Juilliard, and has been careful to keep trouble out of her life. Up until now.

Jude's everything she needs to stay away from if she wants to separate her past from her future. Staying away, she's about to find out, is the only thing she's incapable of.

For Lucy Larson and Jude Ryder, love's about to become the thing that tears them apart.",romance
366,The Big Book of Jewish Conspiracies,David Deutsch Joshua Neuman,Average,19,4,NA,0,"What if anything they ever said about Jews was true? Postmodern satire that hilariously addresses Jewish badness through the ages, from the editors of the magazine The New York Times calls the epicenter of ""all things hipster-Jewish and ironic""


The Big Book of Jewish Conspiracies takes as its modest proposal an extreme theme: what if the most damaging charges ever leveled a What if anything they ever said about Jews was true? Postmodern satire that hilariously addresses Jewish badness through the ages, from the editors of the magazine The New York Times calls the epicenter of ""all things hipster-Jewish and ironic""


The Big Book of Jewish Conspiracies takes as its modest proposal an extreme theme: what if the most damaging charges ever leveled against Jews were all true? Spanning the history of Western Civilization, each of these assertions is explored in turn, including:
--Ancient Jewish Conspiracies: How Moses led the Exodus so Jews would later have a justification for establishing the state of Israel
--Medieval Jewish Conspiracies: How Blood Libel began after an unfortunate baking accident resulted in the tastiest Matzoh ever
--Jewish Conspiracies during the Enlightenment: Upset by lack of opportunity for Jews in Bourbon France, entrepreneurs turn culottes into an unaffordable craze, leaving the sans-culottes thirsty for revolution
--Modern Jewish Conspiracies: The invention of psychoanalysis as a way to hypnotize wealthy and powerful Gentiles
--Post-Modern Conspiracies: Jews invent fast food to turn buff, sports-playing Gentiles into doughy copies of the average Jewish accountant's physique

And that's not all!**Why the Jews invented and still run Hollywood**World War II as a brilliant coup that got Jews accepted into mainstream American society**How circumcision became a widespread ""health procedure**Why the Jews were behind 9/11
""You know what they say: two Jews, three conspiracies.""
-author Joshua Neuman",religion
367,,,NA,NA,NA,NA,0,,NA
368,Assassin's Creed: Renaissance,Oliver Bowden,3.72,"15,236","1,297",083,0,"Betrayed by the ruling families of Italy, a young man embarks upon an epic quest for vengeance. To eradicate corruption and restore his family's honour, he will learn the art of the assassins. To his allies, Ezio will become a force for change, fighting for freedom and justice. To his enemies, he will become a threat. Betrayed by the ruling families of Italy, a young man embarks upon an epic quest for vengeance. To eradicate corruption and restore his family's honour, he will learn the art of the assassins. To his allies, Ezio will become a force for change, fighting for freedom and justice. To his enemies, he will become a threat.",fantasy
369,L. Ron Hubbard Presents Writers of the Future 2,Algis Budrys L. Ron Hubbard,3.58,38,0,NA,0,"Original anthology with stories from the winners of the 1985 Writers of the Future Contest.

CONTENTS:
Introduction: On This Book by Algis Budrys;
Introducing L. Ron Hubbard On Art by Algis Budrys;
Art, More About by L. Ron Hubbard (1973);

* Beast by Jon Gustafson, interior artwork by Greg Petan;
* In the Smoke by Howard V. Hendrix, interior artwork by Brian Patrick Murray;
* The Original anthology with stories from the winners of the 1985 Writers of the Future Contest.

CONTENTS:
Introduction: On This Book by Algis Budrys;
Introducing L. Ron Hubbard On Art by Algis Budrys;
Art, More About by L. Ron Hubbard (1973);

* Beast by Jon Gustafson, interior artwork by Greg Petan;
* In the Smoke by Howard V. Hendrix, interior artwork by Brian Patrick Murray;
* The Book of Time by Camilla Decarnin, interior artwork by Brian Patrick Murray;
* The Old Organ Trail by Bridget McKenna, interior artwork by Art Thibert.
* Click by Ray Aldridge, interior artwork by Brian Patrick Murray;

An Idea That... by Gene Wolfe;

* A Sum of Moments by Laura E. Campbell, interior artwork by David Dees;
* All You Can Eat! by Don Baumgart, interior artwork by Art Thibert;
* They That Go Down to the Sea in Ships by Marina Fitch, â¢ interior artwork by Art Thibert;

A Thousand or So Words of Wisdom[?] by Anne McCaffrey;

* The Trout by Marianne O. Nielsen, interior artwork by Charles Rosenthal;
* Redmond by Kenneth Schulze, interior artwork by Art Thibert;
* Mudpuppies by Robert Touzalin, interior artwork by Greg Petan;

The Single Most Important Piece of Advice by Frank Herbert;

* Dream in a Bottle by Jerry Meredith & D.E. Smirl, interior artwork by Greg A. West;
* The Cinderella Caper by Sansoucy Kathenor, interior artwork by Greg Petan;
* The Helldivers by Parris ja Young, interior artwork by Brian Patrick Murray;

Tell Me a Story by Larry Niven;

* Welcome to Freedom by Jay Sullivan, interior artwork by Greg Petan;

About the Artists;
About the Contest.",science-fiction
370,My Soul to Take,Rachel Vincent,3.87,"43,560","2,689",274,0,"She doesn't see dead people. She senses when someone near her is about to die. And when that happens, a force beyond her control compels her to scream bloody murder. Literally.

Kaylee just wants to enjoy having caught the attention of the hottest guy in school. But a normal date is hard to come by when Nash seems to know more about her need to scream than she does. And when She doesn't see dead people. She senses when someone near her is about to die. And when that happens, a force beyond her control compels her to scream bloody murder. Literally.

Kaylee just wants to enjoy having caught the attention of the hottest guy in school. But a normal date is hard to come by when Nash seems to know more about her need to scream than she does. And when classmates start dropping dead for no apparent reason, only Kaylee knows who'll be next.",young-adult
371,Consequences,Aleatha Romig,3.93,"40,548","5,747",178,0,"Every action has consequences.

Waking in an unfamiliar bedroom in a luxurious mansion, Claire Nichols is terrified to discover that a chance encounter led her into the cruel hands of her abductor, Anthony Rawlings. Claire has no understanding of why she's there, but it's been made abundantly clear--she is now his acquisition and every action has consequences.

Learn the rules Every action has consequences.

Waking in an unfamiliar bedroom in a luxurious mansion, Claire Nichols is terrified to discover that a chance encounter led her into the cruel hands of her abductor, Anthony Rawlings. Claire has no understanding of why she's there, but it's been made abundantly clear--she is now his acquisition and every action has consequences.

Learn the rules to survive.

Facing incomprehensible circumstances, Claire must learn to survive her new reality--every aspect of her livelihood depends upon the tall, dark-eyed tycoon who is a true master of deception. Driven by unknown demons, he has no tolerance for imperfection, in any aspect of his life, including his recent acquisition. Anthony may appear to the world as a handsome, benevolent businessman, but in reality Claire knows firsthand that he's a menacing, controlling captor with very strict rules: do as you're told, public failure is not an option, and appearances are of the utmost importance.

Captivate the captor.

To fit together the pieces of the puzzle, Claire must follow his rules. Will her plan work, or will Anthony become enthralled by Claire's beauty, resilience, and determination, changing the game forever? If that happens, will either of them survive the consequences?

Nobody ever did or ever will escape the consequences of his choices.--Alfred A. Montapert",dark
372,The Kill Switch,James Rollins Grant Blackwood,4.15,"8,457",726,NA,0,"From bestselling authors James Rollins and Grant Blackwood, the first installment in an exciting new thriller series based on the Sigma Force novels featuring former Army Ranger Tucker Wayne and his partner, Army working dog Kane, introduced in the New York Times bestseller Bloodline and the e-original story Tracker.

Former Army Ranger Tucker Wayne and his military working From bestselling authors James Rollins and Grant Blackwood, the first installment in an exciting new thriller series based on the Sigma Force novels featuring former Army Ranger Tucker Wayne and his partner, Army working dog Kane, introduced in the New York Times bestseller Bloodline and the e-original story Tracker.

Former Army Ranger Tucker Wayne and his military working dog Kane are recruited by Sigma Force to extract a Russian pharmaceutical magnate from Siberia. A scientific genius, the drug tycoon holds the biological key to a new weapon system, a danger engineered from the ancient past to terrorize the modern world.

From the frozen steppes of Russia to the sun-blasted savannahs of Africa, Tucker and Kane must piece together a mystery going back to the origins of life on Earthâbefore the ancient peril can destroy the heartland of America, and with it, all of humankind.",thriller
373,The Vagina Ass of Lucifer Niggerbastard,Shawn Wunjo,3.73,260,47,Strange,0,"Fired from his job at the Analsausage Fuck Factory, Lucifer Niggerbastard sets off on an epic quest with his compatriots, a burbling sack of babyshit and Rojir the razor-bladed dildo. Written based off an outline of the events of Virgilâs Aeneid scribbled on the back of a cocktail napkin by a drunk, The Vagina Ass of Lucifer Niggerbastard is an epic tale told in a bizarro- Fired from his job at the Analsausage Fuck Factory, Lucifer Niggerbastard sets off on an epic quest with his compatriots, a burbling sack of babyshit and Rojir the razor-bladed dildo. Written based off an outline of the events of Virgilâs Aeneid scribbled on the back of a cocktail napkin by a drunk, The Vagina Ass of Lucifer Niggerbastard is an epic tale told in a bizarro-authorâs take on the ancient Homeric masters. Hey, all writers are thieves. Itâs just illegal if the dead author you steal from hasnât rotted enough yet. Actually, this book is pretty much nothing like the Aeneid. Itâs more like the Odyssey, only more fucked up, more epic, and definitely more interesting to read. Is it a commentary on how fucked up things are yet again? Maybe. Probably. Yes. If you donât have a sense of humor or âbad wordsâ get your ass in a twist, donât read this fucking book.",fiction
374,Self-Made Man: One Woman's Journey Into Manhood and Back Again,Norah Vincent,3.34,"5,194",839,366,0,"Having gone where no woman (who wasn't an aspiring or actual transsexual) has gone for any significant length of time, let alone eighteen months, Norah Vincent's surprising account is an enthralling reading experience and a revelatory piece of anecdotally based gender analysis that is sure to spark fierce and fascinating conversation.

A journalist's provocative, spellbindin Having gone where no woman (who wasn't an aspiring or actual transsexual) has gone for any significant length of time, let alone eighteen months, Norah Vincent's surprising account is an enthralling reading experience and a revelatory piece of anecdotally based gender analysis that is sure to spark fierce and fascinating conversation.

A journalist's provocative, spellbinding account of her eighteen months spent undercover will transform the way we think about what it means to be a man

Following in the tradition of John Howard Griffin (Black Like Me) and Barbara Ehrenreich (Nickel and Dimed), Norah Vincent absorbed a cultural experience and reported back on what she observed incognito. For more than a year and a half she ventured into the world as Ned, with an ever-present five o'clock shadow, a crew cut, wire-rim glasses, and her own size 11 1/2 shoesâa perfect disguise that enabled her to observe the world of men as an insider. The result is a sympathetic, shrewd, and thrilling tour de force of immersion journalism that's destined to challenge preconceptions and attract enormous attention.

With her buddies on the bowling league she enjoyed the rough and rewarding embrace of male camaraderie undetectable to an outsider. A stint in a high-octane sales job taught her the gut-wrenching pressures endured by men who would do anything to succeed. She frequented sex clubs, dated women hungry for love but bitter about men, and infiltrated all-male communities as hermetically sealed as a men's therapy group, and even a monastery. Narrated in her utterly captivating prose style and with exquisite insight, humor, empathy, nuance, and at great personal cost, Norah uses her intimate firsthand experience to explore the many remarkable mysteries of gender identity as well as who men are apart from and in relation to women. Far from becoming bitter or outraged, Vincent ended her journey astoundedâand exhaustedâby the rigid codes and rituals of masculinity. Having gone where no woman (who wasn't an aspiring or actual transsexual) has gone for any significant length of time, let alone eighteen months, Norah Vincent's surprising account is an enthralling reading experience and a revelatory piece of anecdotally based gender analysis that is sure to spark fierce and fascinating conversation.",non-fiction
375,,,NA,NA,NA,NA,0,,NA
376,Many Waters,Madeleine L'Engle,3.96,"45,794","1,781",737,0,"Some things have to be believed to be seen.

Sandy and Dennys have always been the normal, run-of-the-mill ones in the extraodinary Murry family. They garden, make an occasional A in school, and play baseball. Nothing especially interesting has happened to the twins until they accidentally interrupt their father's experiment.

Then the two boys are thrown across time and space Some things have to be believed to be seen.

Sandy and Dennys have always been the normal, run-of-the-mill ones in the extraodinary Murry family. They garden, make an occasional A in school, and play baseball. Nothing especially interesting has happened to the twins until they accidentally interrupt their father's experiment.

Then the two boys are thrown across time and space. They find themselves alone in the desert, where, if they believe in unicorns, they can find unicorns, and whether they believe or not, mammoths and manticores will find them.

The twins are rescued by Japheth, a man from the nearby oasis, but before he can bring them to safety, Dennys gets lost. Each boy is quickly embroiled in the conflicts of this time and place, whose populations includes winged seraphim, a few stray mythic beasts, perilous and beautiful nephilim, and small, long lived humans who consider Sandy and Dennys giants. The boys find they have more to do in the oasis than simply getting themselves home--they have to reunite an estranged father and son, but it won't be easy, especially when the son is named Noah and he's about to start building a boat in the desert.",fantasy
377,Firefly,Linda Hilton,2.30,69,17,NA,1,"Del Morgan was once a talented frontier doctor, until tragedy struck. Julie's wicked father's unrelenting brutality poisoned her family and robbed her of pride and self-respect. In each other's arms, Julie and Del discover the healing balm of love, mending their lives in tender harmony. Del Morgan was once a talented frontier doctor, until tragedy struck. Julie's wicked father's unrelenting brutality poisoned her family and robbed her of pride and self-respect. In each other's arms, Julie and Del discover the healing balm of love, mending their lives in tender harmony.",romance
378,The Slave,Isaac Bashevis Singer Cecil Hemley,4.20,"3,018",275,Straus,1,"Four years after the Chmielnicki massacres of the seventeenth century, Jacob, a slave and cowherd in a Polish village high in the mountains, falls in love with Wanda, his master's daughter. Even after he is ransomed, he finds he can't live without her, and the two escape together to a distant Jewish community. Racked by his consciousness of sin in taking a Gentile wife and Four years after the Chmielnicki massacres of the seventeenth century, Jacob, a slave and cowherd in a Polish village high in the mountains, falls in love with Wanda, his master's daughter. Even after he is ransomed, he finds he can't live without her, and the two escape together to a distant Jewish community. Racked by his consciousness of sin in taking a Gentile wife and by the difficulties of concealing her identity, Jacob nonetheless stands firm as the violence of the era threatens to destroy the ill-fated couple.",fiction
379,Snow Flower and the Secret Fan,Lisa See,4.07,"356,764","18,427",078,3,"In nineteenth-century China, in a remote Hunan county, a girl named Lily, at the tender age of seven, is paired with a laotong, âold same,â in an emotional match that will last a lifetime. The laotong, Snow Flower, introduces herself by sending Lily a silk fan on which sheâs painted a poem in nu shu, a unique language that Chinese women created in order to communicate in s In nineteenth-century China, in a remote Hunan county, a girl named Lily, at the tender age of seven, is paired with a laotong, âold same,â in an emotional match that will last a lifetime. The laotong, Snow Flower, introduces herself by sending Lily a silk fan on which sheâs painted a poem in nu shu, a unique language that Chinese women created in order to communicate in secret, away from the influence of men.

As the years pass, Lily and Snow Flower send messages on fans, compose stories on handkerchiefs, reaching out of isolation to share their hopes, dreams, and accomplishments. Together, they endure the agony of foot-binding, and reflect upon their arranged marriages, shared loneliness, and the joys and tragedies of motherhood. The two find solace, developing a bond that keeps their spirits alive. But when a misunderstanding arises, their deep friendship suddenly threatens to tear apart.",historical
380,,,NA,NA,NA,NA,0,,NA
381,Kushiel's Justice,Jacqueline Carey,4.26,"18,248",490,703,0,"My blood beat hard in my veins and hammered in my ears, like the sound of bronze wings clashing. And I understand for the first time what it meant that Kushiel, the One God's punisher, had loved his charges too well...

Imriel de la Courcel's blood parents are history's most reviled traitors, while his adoptive parents, PhÃ¨dre and Joscelin, are Terre d'Ange's greatest champi My blood beat hard in my veins and hammered in my ears, like the sound of bronze wings clashing. And I understand for the first time what it meant that Kushiel, the One God's punisher, had loved his charges too well...

Imriel de la Courcel's blood parents are history's most reviled traitors, while his adoptive parents, PhÃ¨dre and Joscelin, are Terre d'Ange's greatest champions. Stolen, tortured, and enslaved as a young boy, Imriel is now a Prince of the Blood, third in line for the throne in a land that revels in beauty, art, and desire.

After a year abroad to study at university, Imriel returns from his adventures a little older and somewhat wiser. But perhaps not wise enough. What was once a mere spark of interest between himself and his cousin Sidonie now ignites into a white-hot blaze. But from commoner to peer, the whole realm would recoil from any alliance between Sidonie, heir to the throne, and Imriel, who bears the stigma of his mother's of his mother's misdeeds and betrayals. Praying that their passion will peak and fade, Imriel and Sidonie embark on an intense, secret affair.

Blessed Elua founded Terre d'Ange and bestowed one simple precept to guide his people: Love as thou wilt. When duty calls, Imriel honors his role as a member of the royal family by leaving to marry a lovely, if merely sweet, Alban princess. By choosing duty over love, Imriel and Sidonie may have unwittingly trespassed against Elua's law. But when dark powers in Alba, who fear an invasion by Terre d'Ange, seek to use the lovers' passion to bind Imriel, the gods themselves take notice.

Before the end, Kushiel's justice will be felt in heaven and on earth.",fantasy
